,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,month,customer lifetime value_temp,income_temp,months since last claim_temp,months since policy inception_temp
7401,5421.524497,25778,68,29.0,34,0.0,3,2,3604,25778.0,29.0,34.0
7402,8013.608606,43196,66,34.0,71,0.0,2,1,5400,43196.0,34.0,71.0
7403,7999.251628,0,107,13.0,17,0.0,5,2,5384,37657.38000875848,13.0,17.0
7404,3012.039703,42987,77,14.0,48,0.0,1,1,1336,42987.0,14.0,48.0
7405,4772.943848,20993,133,35.0,90,0.0,1,2,2709,20993.0,35.0,90.0
7406,5244.40475,68131,130,22.0,27,0.0,1,1,3354,68131.0,22.0,27.0
7407,18534.61157,16154,62,31.0,45,1.0,2,2,7453,16154.0,31.0,45.0
7408,2581.110945,29757,65,13.0,55,0.0,1,2,620,29757.0,13.0,55.0
7409,6554.390004,74424,81,26.0,74,0.0,9,1,4423,74424.0,26.0,74.0
7410,2726.392968,48039,68,4.0,37,0.0,1,2,898,48039.0,4.0,37.0
7411,6948.422239,0,196,0.0,73,2.0,1,2,4643,37657.38000875848,15.097000218962119,73.0
7412,4014.9185,0,113,35.0,29,0.0,1,2,2010,37657.38000875848,35.0,29.0
7413,6784.89369,0,64,7.0,5,1.0,2,2,4548,37657.38000875848,7.0,5.0
7414,12547.42888,32857,105,24.0,15,0.0,2,1,6853,32857.0,24.0,15.0
7415,2495.464753,26689,64,34.0,23,0.0,1,1,436,26689.0,34.0,23.0
7416,14789.61805,51817,129,20.0,78,4.0,2,2,7156,51817.0,20.0,78.0
7417,4411.65582,0,62,20.0,88,0.0,6,1,2317,37657.38000875848,20.0,88.0
7418,20925.89544,44342,74,24.0,60,0.0,2,1,7585,44342.0,24.0,60.0
7419,8396.327608,0,115,18.0,80,1.0,3,2,5681,37657.38000875848,18.0,80.0
7420,5646.323845,39841,72,9.0,40,0.0,5,1,3871,39841.0,9.0,40.0
7421,9082.833891,34430,117,16.0,51,0.0,8,1,6107,34430.0,16.0,51.0
7422,2478.576723,65744,62,9.0,77,0.0,1,2,401,65744.0,9.0,77.0
7423,8428.471635,12180,113,17.0,62,0.0,3,2,5707,12180.0,17.0,62.0
7424,9095.049868,37937,116,11.0,42,0.0,5,1,6111,37937.0,11.0,42.0
7425,3164.494011,0,83,20.0,32,0.0,1,1,1437,37657.38000875848,20.0,32.0
7426,8984.040021,0,137,22.0,68,3.0,6,2,6054,37657.38000875848,22.0,68.0
7427,7781.89849,57474,97,21.0,44,0.0,3,2,5244,57474.0,21.0,44.0
7428,4905.321482,46177,61,8.0,32,0.0,8,2,2903,46177.0,8.0,32.0
7429,2502.637401,0,66,8.0,11,0.0,1,1,456,37657.38000875848,8.0,11.0
7430,6692.143668,63221,168,28.0,49,0.0,1,2,4495,63221.0,28.0,49.0
7431,4740.202507,0,72,4.0,61,1.0,4,1,2660,37657.38000875848,4.0,61.0
7432,5946.670679,81139,74,22.0,69,0.0,3,2,4127,81139.0,22.0,69.0
7433,5186.359717,0,73,27.0,95,1.0,6,1,3279,37657.38000875848,27.0,95.0
7434,5142.04553,0,72,17.0,87,0.0,8,1,3219,37657.38000875848,17.0,87.0
7435,10598.54249,20179,133,29.0,0,1.0,5,2,6554,20179.0,29.0,48.064593825268226
7436,2647.519741,37876,69,13.0,15,0.0,1,2,754,37876.0,13.0,15.0
7437,8259.1108,20305,76,14.0,63,1.0,2,2,5586,20305.0,14.0,63.0
7438,2632.552578,99841,65,14.0,30,0.0,1,2,732,99841.0,14.0,30.0
7439,13869.92705,28432,118,1.0,59,0.0,2,1,7042,28432.0,1.0,59.0
7440,2691.596929,33104,70,10.0,23,1.0,1,1,836,33104.0,10.0,23.0
7441,3844.569357,26262,97,6.0,59,0.0,1,1,1898,26262.0,6.0,59.0
7442,6559.34766,0,94,7.0,8,0.0,6,2,4427,37657.38000875848,7.0,8.0
7443,5745.41663,0,165,27.0,38,0.0,1,2,3958,37657.38000875848,27.0,38.0
7444,6106.468745,60234,152,14.0,98,0.0,1,1,4207,60234.0,14.0,98.0
7445,3499.139864,37273,88,10.0,87,0.0,1,1,1662,37273.0,10.0,87.0
7446,7180.971028,42303,180,24.0,66,0.0,1,1,4765,42303.0,24.0,66.0
7447,2265.318569,0,61,5.0,21,0.0,1,1,101,37657.38000875848,5.0,21.0
7448,2917.539465,51622,74,29.0,32,0.0,1,1,1243,51622.0,29.0,32.0
7449,4871.15057,72648,61,0.0,78,0.0,5,1,2834,72648.0,15.097000218962119,78.0
7450,2619.337376,78618,66,7.0,56,0.0,1,2,706,78618.0,7.0,56.0
7451,4669.22664,76157,116,15.0,80,0.0,1,2,2580,76157.0,15.0,80.0
7452,4102.199975,0,112,31.0,21,0.0,1,2,2080,37657.38000875848,31.0,21.0
7453,4743.615503,70082,119,17.0,23,0.0,1,2,2664,70082.0,17.0,23.0
7454,3539.97159,0,99,13.0,87,0.0,1,1,1686,37657.38000875848,13.0,87.0
7455,3660.770258,64495,92,34.0,30,0.0,1,1,1766,64495.0,34.0,30.0
7456,6234.305918,0,82,26.0,12,0.0,9,2,4264,37657.38000875848,26.0,12.0
7457,11435.23124,12470,103,30.0,52,1.0,2,1,6700,12470.0,30.0,52.0
7458,4967.544169,28524,62,26.0,45,0.0,9,1,2988,28524.0,26.0,45.0
7459,7126.263963,22490,90,8.0,96,0.0,8,2,4734,22490.0,8.0,96.0
7460,5555.830205,74015,72,12.0,61,0.0,6,2,3755,74015.0,12.0,61.0
7461,6953.952351,43221,87,33.0,51,0.0,7,2,4647,43221.0,33.0,51.0
7462,5630.793,72874,70,26.0,31,0.0,6,1,3843,72874.0,26.0,31.0
7463,11172.49931,14533,63,4.0,20,0.0,2,1,6663,14533.0,4.0,20.0
7464,5085.836595,31546,65,4.0,83,0.0,9,2,3142,31546.0,4.0,83.0
7465,9597.474777,38736,81,7.0,35,0.0,2,2,6309,38736.0,7.0,35.0
7466,8826.961501,28463,113,0.0,45,2.0,7,1,5980,28463.0,15.097000218962119,45.0
7467,6861.745956,30816,87,10.0,43,0.0,4,2,4584,30816.0,10.0,43.0
7468,4703.71858,0,137,11.0,73,0.0,1,1,2612,37657.38000875848,11.0,73.0
7469,4505.85011,20284,65,14.0,84,1.0,3,2,2408,20284.0,14.0,84.0
7470,2308.648034,20811,61,33.0,61,0.0,1,1,133,20811.0,33.0,61.0
7471,8920.463999,40867,112,21.0,98,0.0,7,1,6029,40867.0,21.0,98.0
7472,5189.289582,82166,134,9.0,43,3.0,1,2,3281,82166.0,9.0,43.0
7473,2671.166649,23305,68,25.0,26,0.0,1,1,794,23305.0,25.0,26.0
7474,2395.968567,38460,61,11.0,98,0.0,1,2,228,38460.0,11.0,98.0
7475,2879.505701,42247,74,4.0,52,0.0,1,1,1176,42247.0,4.0,52.0
7476,5318.89664,25134,67,3.0,0,0.0,6,1,3458,25134.0,3.0,48.064593825268226
7477,6104.849081,62455,77,27.0,85,1.0,5,2,4205,62455.0,27.0,85.0
7478,5503.440723,76839,68,12.0,85,0.0,3,2,3687,76839.0,12.0,85.0
7479,5755.539367,97607,71,2.0,67,0.0,9,1,3969,97607.0,2.0,67.0
7480,6778.84457,0,96,2.0,84,0.0,9,2,4544,37657.38000875848,2.0,84.0
7481,7507.455372,60920,64,10.0,61,0.0,2,2,5029,60920.0,10.0,61.0
7482,9263.179837,23377,116,15.0,19,0.0,3,1,6182,23377.0,15.0,19.0
7483,8314.306568,40447,105,1.0,79,0.0,6,1,5630,40447.0,1.0,79.0
7484,4037.547258,21586,106,6.0,5,0.0,1,1,2031,21586.0,6.0,5.0
7485,6438.97103,90035,80,28.0,38,0.0,3,2,4369,90035.0,28.0,38.0
7486,8041.20055,44986,101,14.0,83,0.0,3,2,5425,44986.0,14.0,83.0
7487,6405.738932,48131,82,6.0,86,0.0,3,1,4356,48131.0,6.0,86.0
7488,10394.36269,22601,88,1.0,41,0.0,2,1,6502,22601.0,1.0,41.0
7489,5994.255419,74284,74,27.0,5,0.0,3,2,4152,74284.0,27.0,5.0
7490,7787.431684,24664,69,12.0,15,0.0,2,1,5250,24664.0,12.0,15.0
7491,8005.964669,63357,101,26.0,42,0.0,5,2,5388,63357.0,26.0,42.0
7492,7200.664877,0,66,16.0,77,0.0,2,1,4778,37657.38000875848,16.0,77.0
7493,2458.562965,0,71,21.0,8,1.0,1,2,361,37657.38000875848,21.0,8.0
7494,11665.09779,84978,72,12.0,51,1.0,2,2,6734,84978.0,12.0,51.0
7495,6366.225775,44368,80,5.0,72,0.0,3,1,4341,44368.0,5.0,72.0
7496,2108.493744,0,61,8.0,91,0.0,1,1,17,37657.38000875848,8.0,91.0
7497,6896.088021,0,68,10.0,53,0.0,2,1,4612,37657.38000875848,10.0,53.0
7498,9726.551005,72236,80,2.0,29,0.0,2,1,6347,72236.0,2.0,29.0
7499,3878.770231,84981,96,6.0,96,0.0,1,2,1919,84981.0,6.0,96.0
7500,43290.49543,23203,132,21.0,71,0.0,2,1,8006,23203.0,21.0,71.0
7501,5096.673223,22886,65,9.0,81,0.0,3,1,3157,22886.0,9.0,81.0
7502,10408.96865,20228,101,3.0,43,1.0,2,2,6505,20228.0,3.0,43.0
7503,6176.700392,49529,78,4.0,78,0.0,3,1,4236,49529.0,4.0,78.0
7504,7555.828789,0,114,19.0,50,0.0,3,2,5064,37657.38000875848,19.0,50.0
7505,3923.265453,0,108,2.0,38,0.0,1,2,1949,37657.38000875848,2.0,38.0
7506,13466.92071,11432,119,11.0,9,0.0,2,2,7000,11432.0,11.0,9.0
7507,5170.976384,53603,132,30.0,1,1.0,1,1,3260,53603.0,30.0,1.0
7508,13094.2046,37541,109,10.0,31,0.0,2,1,6934,37541.0,10.0,31.0
7509,8456.455313,89918,105,15.0,72,0.0,9,1,5725,89918.0,15.0,72.0
7510,6639.328932,72661,83,17.0,21,1.0,4,2,4463,72661.0,17.0,21.0
7511,2514.428561,23504,69,19.0,56,0.0,1,1,480,23504.0,19.0,56.0
7512,7423.899674,36639,62,16.0,34,0.0,2,2,4953,36639.0,16.0,34.0
7513,2671.817549,62452,67,1.0,9,0.0,1,2,796,62452.0,1.0,9.0
7514,11982.42085,42995,101,10.0,22,0.0,2,2,6778,42995.0,10.0,22.0
7515,7039.262387,24239,88,25.0,5,0.0,8,2,4687,24239.0,25.0,5.0
7516,5799.063709,65538,72,24.0,86,0.0,3,1,4008,65538.0,24.0,86.0
7517,5176.157299,91475,64,28.0,35,0.0,3,1,3266,91475.0,28.0,35.0
7518,5124.984391,0,134,13.0,56,0.0,1,1,3200,37657.38000875848,13.0,56.0
7519,8578.364528,78077,107,11.0,47,2.0,6,1,5819,78077.0,11.0,47.0
7520,7324.285428,0,104,10.0,74,0.0,7,1,4877,37657.38000875848,10.0,74.0
7521,3919.366722,66676,97,0.0,40,0.0,1,1,1946,66676.0,15.097000218962119,40.0
7522,9778.733613,99364,121,3.0,37,0.0,5,1,6360,99364.0,3.0,37.0
7523,11014.1636,67575,91,27.0,85,0.0,2,2,6638,67575.0,27.0,85.0
7524,8621.185568,0,87,12.0,12,1.0,2,2,5851,37657.38000875848,12.0,12.0
7525,5620.587184,21142,71,16.0,79,0.0,4,2,3834,21142.0,16.0,79.0
7526,3799.746262,0,102,1.0,99,0.0,1,1,1863,37657.38000875848,1.0,99.0
7527,14748.92373,31226,93,31.0,68,0.0,2,2,7154,31226.0,31.0,68.0
7528,26462.75908,0,82,15.0,88,2.0,2,2,7798,37657.38000875848,15.0,88.0
7529,7619.5158,64749,64,24.0,59,0.0,2,2,5120,64749.0,24.0,59.0
7530,11211.59027,41121,94,20.0,56,0.0,2,1,6667,41121.0,20.0,56.0
7531,2570.433324,44940,65,1.0,67,0.0,1,2,602,44940.0,1.0,67.0
7532,9553.415528,0,146,20.0,14,0.0,4,1,6293,37657.38000875848,20.0,14.0
7533,5229.445752,69545,65,17.0,97,0.0,8,1,3335,69545.0,17.0,97.0
7534,13979.09014,33617,117,6.0,12,0.0,2,1,7054,33617.0,6.0,12.0
7535,5890.528762,76875,73,21.0,4,0.0,9,1,4081,76875.0,21.0,4.0
7536,4355.702301,0,64,22.0,22,0.0,4,1,2273,37657.38000875848,22.0,22.0
7537,2537.667511,0,68,32.0,28,0.0,1,2,526,37657.38000875848,32.0,28.0
7538,11572.10339,0,166,4.0,49,0.0,4,1,6717,37657.38000875848,4.0,49.0
7539,4605.87485,47481,116,20.0,39,0.0,1,1,2516,47481.0,20.0,39.0
7540,13372.02426,88706,110,14.0,72,1.0,2,2,6985,88706.0,14.0,72.0
7541,7264.803903,12075,94,16.0,23,0.0,5,2,4826,12075.0,16.0,23.0
7542,2704.537211,24173,70,16.0,96,0.0,1,1,861,24173.0,16.0,96.0
7543,2461.797738,12222,67,8.0,70,1.0,1,1,366,12222.0,8.0,70.0
7544,9807.829589,0,135,18.0,48,0.0,4,1,6372,37657.38000875848,18.0,48.0
7545,2456.816647,50979,61,25.0,45,1.0,1,1,357,50979.0,25.0,45.0
7546,3849.596697,0,106,10.0,32,0.0,1,1,1901,37657.38000875848,10.0,32.0
7547,6376.754915,27835,81,18.0,46,0.0,3,2,4345,27835.0,18.0,46.0
7548,8682.234653,10540,115,33.0,76,0.0,3,2,5899,10540.0,33.0,76.0
7549,7529.863445,52774,66,16.0,26,4.0,2,1,5045,52774.0,16.0,26.0
7550,9393.968332,39770,117,11.0,37,0.0,3,1,6229,39770.0,11.0,37.0
7551,5038.979968,72919,130,20.0,22,5.0,1,2,3081,72919.0,20.0,22.0
7552,10706.66957,55436,67,7.0,44,0.0,2,1,6574,55436.0,7.0,44.0
7553,9927.049694,19592,92,31.0,63,0.0,2,1,6394,19592.0,31.0,63.0
7554,2294.303629,0,62,5.0,31,0.0,1,2,123,37657.38000875848,5.0,31.0
7555,3237.996209,60244,83,3.0,72,3.0,1,1,1483,60244.0,3.0,72.0
7556,2601.468833,80584,65,33.0,17,0.0,1,1,669,80584.0,33.0,17.0
7557,4685.504251,77678,116,32.0,81,0.0,1,1,2592,77678.0,32.0,81.0
7558,2614.474305,65186,65,29.0,27,0.0,1,2,693,65186.0,29.0,27.0
7559,2563.863345,0,69,13.0,74,0.0,1,1,590,37657.38000875848,13.0,74.0
7560,2433.089468,0,71,31.0,79,0.0,1,1,293,37657.38000875848,31.0,79.0
7561,5575.198201,18892,73,33.0,76,0.0,5,1,3779,18892.0,33.0,76.0
7562,31221.7481,42780,113,10.0,27,1.0,2,1,7890,42780.0,10.0,27.0
7563,6943.555989,25612,61,12.0,52,0.0,2,2,4636,25612.0,12.0,52.0
7564,19582.46887,26463,72,28.0,93,0.0,2,1,7515,26463.0,28.0,93.0
7565,2732.652352,86650,69,7.0,64,2.0,1,1,915,86650.0,7.0,64.0
7566,9696.548818,86830,123,18.0,5,0.0,3,2,6336,86830.0,18.0,5.0
7567,13083.48622,73060,108,9.0,78,0.0,2,2,6932,73060.0,9.0,78.0
7568,8123.955566,12617,108,5.0,43,0.0,8,2,5491,12617.0,5.0,43.0
7569,9067.658438,78250,114,7.0,66,0.0,6,1,6101,78250.0,7.0,66.0
7570,7519.029686,32397,190,14.0,95,0.0,1,1,5035,32397.0,14.0,95.0
7571,9189.518267,99443,117,6.0,6,4.0,5,2,6153,99443.0,6.0,6.0
7572,67907.2705,78310,192,34.0,18,1.0,2,2,8037,78310.0,34.0,18.0
7573,8696.907111,91423,109,3.0,71,1.0,5,2,5909,91423.0,3.0,71.0
7574,35444.31404,96853,98,34.0,68,0.0,2,1,7947,96853.0,34.0,68.0
7575,5165.810048,43461,64,24.0,47,0.0,6,2,3250,43461.0,24.0,47.0
7576,7849.125533,54431,97,19.0,62,0.0,3,2,5281,54431.0,19.0,62.0
7577,5140.391812,26952,76,1.0,0,1.0,8,1,3217,26952.0,1.0,48.064593825268226
7578,2615.304467,24914,66,6.0,90,0.0,1,2,695,24914.0,6.0,90.0
7579,8550.386579,21733,73,17.0,37,0.0,2,2,5802,21733.0,17.0,37.0
7580,10056.5083,16097,139,7.0,6,0.0,7,1,6424,16097.0,7.0,6.0
7581,3861.486269,93272,95,3.0,54,0.0,1,1,1907,93272.0,3.0,54.0
7582,2691.70088,34322,70,20.0,46,2.0,1,1,837,34322.0,20.0,46.0
7583,2441.394244,0,65,7.0,28,0.0,1,2,314,37657.38000875848,7.0,28.0
7584,4549.337013,23650,61,5.0,10,2.0,3,1,2459,23650.0,5.0,10.0
7585,4467.705159,0,64,10.0,34,0.0,4,1,2369,37657.38000875848,10.0,34.0
7586,5926.729379,23091,96,28.0,90,5.0,5,1,4112,23091.0,28.0,90.0
7587,3344.809462,33243,85,13.0,19,0.0,1,2,1553,33243.0,13.0,19.0
7588,8793.521303,72897,73,26.0,96,0.0,2,1,5966,72897.0,26.0,96.0
7589,26570.34335,0,100,16.0,36,0.0,2,2,7801,37657.38000875848,16.0,36.0
7590,4305.808345,24188,109,14.0,82,0.0,1,1,2231,24188.0,14.0,82.0
7591,3347.028677,37138,85,4.0,13,0.0,1,2,1554,37138.0,4.0,13.0
7592,10626.80746,27339,97,0.0,37,2.0,2,1,6560,27339.0,15.097000218962119,37.0
7593,3423.973171,29958,90,8.0,77,0.0,1,2,1606,29958.0,8.0,77.0
7594,5553.756551,0,92,30.0,64,3.0,9,1,3750,37657.38000875848,30.0,64.0
7595,2721.585434,43278,68,10.0,10,0.0,1,1,886,43278.0,10.0,10.0
7596,15785.29692,81119,196,3.0,67,0.0,3,2,7267,81119.0,3.0,67.0
7597,2491.317024,36631,62,30.0,77,0.0,1,1,433,36631.0,30.0,77.0
7598,24249.33685,33651,69,21.0,37,1.0,2,2,7734,33651.0,21.0,37.0
7599,6500.409697,0,61,13.0,37,0.0,2,1,4396,37657.38000875848,13.0,37.0
7600,13770.97618,59207,116,23.0,21,0.0,2,2,7030,59207.0,23.0,21.0
7601,2658.217729,22724,69,21.0,39,0.0,1,1,773,22724.0,21.0,39.0
7602,4892.617128,43199,61,23.0,31,0.0,3,1,2879,43199.0,23.0,31.0
7603,5388.023812,48895,68,16.0,27,0.0,7,1,3558,48895.0,16.0,27.0
7604,7744.644444,26444,196,4.0,14,0.0,1,1,5212,26444.0,4.0,14.0
7605,6819.23119,22492,85,34.0,88,0.0,7,1,4563,22492.0,34.0,88.0
7606,3791.549972,41212,95,13.0,27,0.0,1,1,1857,41212.0,13.0,27.0
7607,5065.935608,43460,63,4.0,18,0.0,3,2,3115,43460.0,4.0,18.0
7608,7019.177186,26806,63,32.0,19,0.0,2,1,4676,26806.0,32.0,19.0
7609,4882.286714,21236,123,3.0,12,0.0,1,2,2861,21236.0,3.0,12.0
7610,4079.132667,0,114,12.0,43,0.0,1,2,2063,37657.38000875848,12.0,43.0
7611,5246.278375,28909,66,15.0,66,0.0,8,1,3358,28909.0,15.0,66.0
7612,8583.854913,53944,71,13.0,20,0.0,2,1,5824,53944.0,13.0,20.0
7613,8161.944953,32967,105,16.0,70,1.0,4,2,5514,32967.0,16.0,70.0
7614,9800.33636,32245,124,4.0,58,0.0,8,1,6367,32245.0,4.0,58.0
7615,24826.89127,67572,102,7.0,55,0.0,2,2,7751,67572.0,7.0,55.0
7616,8646.547993,25964,76,21.0,87,2.0,2,2,5868,25964.0,21.0,87.0
7617,8973.110905,69736,111,11.0,7,0.0,3,2,6052,69736.0,11.0,7.0
7618,7462.926263,70263,93,30.0,66,0.0,5,1,4992,70263.0,30.0,66.0
7619,6600.477951,0,110,18.0,95,3.0,7,2,4439,37657.38000875848,18.0,95.0
7620,2004.350666,0,66,16.0,35,4.0,1,2,6,37657.38000875848,16.0,35.0
7621,3939.00637,60021,99,12.0,28,0.0,1,1,1955,60021.0,12.0,28.0
7622,3380.712383,58109,86,9.0,6,0.0,1,2,1580,58109.0,9.0,6.0
7623,4653.094259,0,70,1.0,4,1.0,4,2,2563,37657.38000875848,1.0,4.0
7624,22855.61209,20832,65,8.0,32,0.0,2,1,7683,20832.0,8.0,32.0
7625,5092.793862,46922,64,34.0,12,0.0,3,1,3150,46922.0,34.0,12.0
7626,2592.437797,72421,65,8.0,23,0.0,1,1,645,72421.0,8.0,23.0
7627,14435.67365,60880,119,25.0,89,0.0,2,1,7116,60880.0,25.0,89.0
7628,13297.71225,50631,112,19.0,12,4.0,2,2,6972,50631.0,19.0,12.0
7629,2424.224662,22590,67,7.0,61,0.0,1,1,275,22590.0,7.0,61.0
7630,38445.85587,27398,125,4.0,71,1.0,2,1,7977,27398.0,4.0,71.0
7631,5272.932008,24423,67,5.0,62,0.0,6,2,3395,24423.0,5.0,62.0
7632,4155.946211,0,62,8.0,20,0.0,7,1,2120,37657.38000875848,8.0,20.0
7633,4669.22664,76157,116,15.0,80,0.0,1,2,2580,76157.0,15.0,80.0
7634,7017.145586,0,103,29.0,91,0.0,6,2,4675,37657.38000875848,29.0,91.0
7635,5680.467468,90353,70,3.0,64,0.0,7,1,3904,90353.0,3.0,64.0
7636,5033.693296,77031,125,17.0,17,0.0,1,2,3077,77031.0,17.0,17.0
7637,6846.150323,0,95,13.0,20,0.0,5,1,4576,37657.38000875848,13.0,20.0
7638,22712.02364,14119,67,4.0,53,0.0,2,1,7674,14119.0,4.0,53.0
7639,7488.785177,39602,64,15.0,59,0.0,2,2,5015,39602.0,15.0,59.0
7640,8733.527338,83210,110,0.0,25,0.0,3,2,5940,83210.0,15.097000218962119,25.0
7641,20314.9976,63209,102,20.0,28,2.0,2,1,7554,63209.0,20.0,28.0
7642,17223.89108,85378,107,7.0,4,0.0,2,2,7378,85378.0,7.0,4.0
7643,6134.38779,43875,78,18.0,33,0.0,5,1,4218,43875.0,18.0,33.0
7644,3142.739611,43285,83,35.0,77,0.0,1,1,1422,43285.0,35.0,77.0
7645,7019.177186,26806,63,32.0,19,0.0,2,1,4676,26806.0,32.0,19.0
7646,2656.713092,62777,67,34.0,32,0.0,1,2,769,62777.0,34.0,32.0
7647,4358.762008,86001,109,4.0,27,1.0,1,1,2275,86001.0,4.0,27.0
7648,15119.55539,47725,63,10.0,66,0.0,2,2,7191,47725.0,10.0,66.0
7649,2719.431536,37703,70,11.0,51,0.0,1,2,883,37703.0,11.0,51.0
7650,7607.001877,0,104,3.0,62,0.0,3,1,5102,37657.38000875848,3.0,62.0
7651,8717.049833,83846,74,22.0,94,3.0,2,2,5926,83846.0,22.0,94.0
7652,6739.664992,0,93,34.0,32,0.0,9,1,4517,37657.38000875848,34.0,32.0
7653,7405.420506,22044,65,35.0,70,0.0,2,1,4935,22044.0,35.0,70.0
7654,4170.687348,29462,107,28.0,23,1.0,1,1,2139,29462.0,28.0,23.0
7655,8507.832473,56704,71,33.0,50,0.0,2,2,5771,56704.0,33.0,50.0
7656,2627.610202,94962,67,10.0,48,4.0,1,1,719,94962.0,10.0,48.0
7657,18060.47947,57882,115,1.0,61,0.0,2,1,7429,57882.0,1.0,61.0
7658,4569.8758,0,124,32.0,75,0.0,1,1,2481,37657.38000875848,32.0,75.0
7659,2199.516645,0,62,29.0,72,0.0,1,1,60,37657.38000875848,29.0,72.0
7660,7406.882612,38169,62,18.0,82,0.0,2,2,4936,38169.0,18.0,82.0
7661,8163.890428,0,85,9.0,37,3.0,2,2,5516,37657.38000875848,9.0,37.0
7662,5204.64616,29406,68,33.0,79,0.0,6,2,3294,29406.0,33.0,79.0
7663,5261.117506,90217,66,14.0,88,1.0,5,1,3378,90217.0,14.0,88.0
7664,22643.83478,93011,113,17.0,12,0.0,2,2,7670,93011.0,17.0,12.0
7665,8200.269735,24814,69,31.0,48,0.0,2,1,5548,24814.0,31.0,48.0
7666,5483.89085,87777,68,16.0,1,0.0,7,1,3668,87777.0,16.0,1.0
7667,4515.184003,87517,112,1.0,28,1.0,1,2,2418,87517.0,1.0,28.0
7668,4015.400868,28088,102,8.0,61,0.0,1,2,2013,28088.0,8.0,61.0
7669,4330.38602,60475,107,9.0,18,0.0,1,2,2252,60475.0,9.0,18.0
7670,3824.431298,62530,95,35.0,28,0.0,1,2,1879,62530.0,35.0,28.0
7671,8870.673845,91580,73,14.0,52,0.0,2,1,6007,91580.0,14.0,52.0
7672,8534.792754,47325,107,0.0,92,0.0,6,2,5791,47325.0,15.097000218962119,92.0
7673,7720.155885,67332,192,3.0,10,0.0,1,2,5198,67332.0,3.0,10.0
7674,13466.92071,11432,119,11.0,9,0.0,2,2,7000,11432.0,11.0,9.0
7675,28486.0728,91871,102,5.0,3,0.0,2,1,7843,91871.0,5.0,3.0
7676,4993.025273,75090,63,10.0,67,1.0,7,2,3021,75090.0,10.0,67.0
7677,6104.501453,18690,80,10.0,63,0.0,5,2,4203,18690.0,10.0,63.0
7678,5068.426258,80846,65,9.0,32,0.0,9,1,3123,80846.0,9.0,32.0
7679,2784.969185,61807,70,0.0,96,0.0,1,2,1013,61807.0,15.097000218962119,96.0
7680,15394.8718,35822,197,25.0,79,0.0,7,1,7222,35822.0,25.0,79.0
7681,5218.97082,21371,66,13.0,48,0.0,8,2,3318,21371.0,13.0,48.0
7682,15083.78498,26021,126,6.0,32,0.0,2,1,7186,26021.0,6.0,32.0
7683,7814.604545,51972,66,19.0,22,0.0,2,2,5264,51972.0,19.0,22.0
7684,20096.89337,92766,71,17.0,15,0.0,2,1,7540,92766.0,17.0,15.0
7685,5439.342442,0,82,12.0,40,0.0,6,1,3621,37657.38000875848,12.0,40.0
7686,4529.965388,64270,117,12.0,58,0.0,1,2,2440,64270.0,12.0,58.0
7687,3891.537785,31409,100,14.0,39,0.0,1,1,1928,31409.0,14.0,39.0
7688,5297.151805,23908,70,18.0,57,0.0,4,2,3433,23908.0,18.0,57.0
7689,6768.997027,77001,85,4.0,58,0.0,3,1,4539,77001.0,4.0,58.0
7690,9386.753031,42090,119,0.0,61,0.0,3,2,6225,42090.0,15.097000218962119,61.0
7691,13864.38495,0,74,4.0,12,4.0,2,2,7040,37657.38000875848,4.0,12.0
7692,9640.532979,30431,122,6.0,16,0.0,3,1,6320,30431.0,6.0,16.0
7693,2463.236825,99144,61,29.0,51,0.0,1,1,368,99144.0,29.0,51.0
7694,19237.77089,35624,66,6.0,55,2.0,2,1,7495,35624.0,6.0,55.0
7695,12880.74907,24571,109,21.0,22,0.0,2,2,6896,24571.0,21.0,22.0
7696,4594.292826,39053,114,5.0,66,0.0,1,2,2505,39053.0,5.0,66.0
7697,7492.055949,39815,64,17.0,68,0.0,2,1,5016,39815.0,17.0,68.0
7698,4776.186527,0,67,10.0,38,0.0,9,2,2716,37657.38000875848,10.0,38.0
7699,2545.056879,0,71,6.0,65,0.0,1,1,545,37657.38000875848,6.0,65.0
7700,14435.66453,70600,122,26.0,5,1.0,2,2,7115,70600.0,26.0,5.0
7701,5332.462694,68931,66,32.0,30,0.0,7,2,3481,68931.0,32.0,30.0
7702,3861.486269,93272,95,3.0,54,0.0,1,1,1907,93272.0,3.0,54.0
7703,9048.983447,0,119,9.0,8,0.0,3,1,6089,37657.38000875848,9.0,8.0
7704,2520.12318,0,70,18.0,47,0.0,1,1,492,37657.38000875848,18.0,47.0
7705,16548.85665,81639,82,33.0,26,0.0,2,1,7334,81639.0,33.0,26.0
7706,5137.349322,93872,64,23.0,6,0.0,6,2,3212,93872.0,23.0,6.0
7707,16547.63728,46593,70,3.0,81,0.0,2,1,7333,46593.0,3.0,81.0
7708,3211.070017,16269,86,6.0,84,0.0,1,2,1464,16269.0,6.0,84.0
7709,4351.550504,74163,108,14.0,63,0.0,1,2,2271,74163.0,14.0,63.0
7710,8105.910755,38893,103,19.0,40,0.0,9,2,5476,38893.0,19.0,40.0
7711,5007.672425,51523,62,31.0,0,0.0,3,1,3039,51523.0,31.0,48.064593825268226
7712,7765.228166,56337,97,26.0,25,0.0,3,1,5229,56337.0,26.0,25.0
7713,4679.977728,21720,128,5.0,7,0.0,1,2,2588,21720.0,5.0,7.0
