,CUSTOMER LIFETIME VALUE,INCOME,MONTHLY PREMIUM AUTO,MONTHS SINCE LAST CLAIM,MONTHS SINCE POLICY INCEPTION,NUMBER OF OPEN COMPLAINTS,NUMBER OF POLICIES,MONTH,CUSTOMER LIFETIME VALUE_TEMP
7153,5595.971365,19651,72,3.0,68,0.0,5,1,3803
7154,2451.752695,26840,64,1.0,47,2.0,1,2,342
7155,3745.374656,59732,94,0.0,54,0.0,1,1,1830
7156,11820.1098,86801,98,5.0,20,0.0,2,2,6756
7157,7035.974353,86642,87,14.0,12,0.0,9,1,4686
7158,22425.25604,22537,64,24.0,87,1.0,2,2,7663
7159,7873.708219,22355,71,27.0,9,3.0,2,2,5306
7160,3241.588659,89196,81,17.0,52,0.0,1,1,1488
7161,2574.020376,34990,65,23.0,73,0.0,1,1,608
7162,9332.494982,58007,81,23.0,71,0.0,2,2,6202
7163,5058.927182,0,134,32.0,27,0.0,1,2,3105
7164,2529.077508,89129,64,24.0,93,0.0,1,2,509
7165,15923.95503,64429,133,1.0,58,2.0,2,1,7278
7166,7078.948599,23222,90,10.0,66,0.0,4,1,4702
7167,2902.622439,23893,73,19.0,21,0.0,1,1,1214
7168,10339.59799,67134,131,5.0,63,1.0,6,2,6481
7169,9753.307106,17514,127,2.0,5,0.0,3,2,6352
7170,7429.079194,0,101,6.0,43,0.0,9,2,4961
7171,14024.35839,81872,115,10.0,55,0.0,2,2,7064
7172,8404.395122,48315,71,34.0,56,0.0,2,1,5686
7173,5507.155471,74960,69,11.0,44,1.0,3,2,3694
7174,4122.569957,75272,103,22.0,10,0.0,1,2,2097
7175,2821.002026,0,77,32.0,0,0.0,1,1,1067
7176,10213.99111,60078,127,23.0,60,0.0,3,1,6463
7177,4018.88493,0,112,26.0,27,0.0,1,1,2017
7178,3761.792015,0,106,25.0,47,1.0,1,1,1841
7179,39769.55524,16645,117,19.0,92,0.0,2,1,7985
7180,8456.268179,0,90,14.0,16,3.0,2,1,5724
7181,17817.46464,0,68,4.0,71,0.0,2,2,7420
7182,21569.33731,23909,119,21.0,86,0.0,2,2,7619
7183,13869.92705,28432,118,1.0,59,0.0,2,1,7042
7184,14514.00519,88753,181,6.0,21,0.0,3,2,7124
7185,20998.25947,71663,74,23.0,22,0.0,2,1,7591
7186,11430.58845,93210,71,35.0,62,0.0,2,1,6698
7187,5564.957596,46507,73,17.0,32,4.0,3,1,3766
7188,8719.125849,0,116,7.0,73,1.0,7,2,5931
7189,26416.25478,85537,108,4.0,91,0.0,2,1,7796
7190,3663.740198,61894,91,3.0,21,0.0,1,1,1767
7191,3572.49065,56768,92,11.0,57,0.0,1,1,1711
7192,5548.031892,67798,69,1.0,78,0.0,9,1,3739
7193,7269.338677,20407,95,33.0,6,2.0,8,1,4829
7194,8535.108918,55790,111,4.0,40,0.0,9,2,5793
7195,7511.660568,0,70,9.0,96,0.0,2,1,5030
7196,7373.225991,44938,183,7.0,37,0.0,1,1,4913
7197,4272.585137,81132,107,19.0,52,0.0,1,2,2206
7198,6032.737631,0,86,4.0,56,0.0,8,2,4171
7199,4757.242856,67486,118,3.0,26,0.0,1,2,2684
7200,2448.646138,0,69,7.0,68,0.0,1,2,330
7201,9420.965855,47048,118,0.0,37,0.0,3,2,6247
7202,2397.036098,22283,65,16.0,93,0.0,1,1,232
7203,5322.291688,33681,138,13.0,21,1.0,1,1,3465
7204,5697.175238,27048,72,5.0,85,0.0,4,1,3914
7205,4633.550875,29105,117,28.0,31,0.0,1,2,2539
7206,5515.41017,0,79,5.0,62,0.0,7,2,3707
7207,2874.074736,44084,72,26.0,87,0.0,1,2,1167
7208,19896.42226,60420,248,8.0,74,0.0,8,1,7531
7209,3214.979402,53984,80,15.0,62,0.0,1,2,1465
7210,2677.223462,56536,67,10.0,63,0.0,1,1,806
7211,4118.588554,69379,103,14.0,79,0.0,1,1,2095
7212,16979.79757,35095,73,25.0,56,0.0,2,1,7363
7213,3649.194138,0,104,1.0,50,0.0,1,1,1755
7214,5363.076547,36357,68,28.0,96,0.0,6,2,3519
7215,4721.659016,0,67,20.0,38,0.0,8,2,2633
7216,10720.41744,34837,139,4.0,2,1.0,4,2,6577
7217,7440.92353,34137,62,6.0,9,0.0,2,2,4974
7218,12723.15311,34665,64,29.0,58,0.0,2,1,6871
7219,5838.133617,55419,72,31.0,45,0.0,9,2,4042
7220,7325.917302,20757,102,6.0,74,3.0,9,1,4880
7221,7498.824515,0,66,5.0,17,0.0,2,1,5022
7222,11944.40399,33760,102,24.0,11,0.0,2,1,6772
7223,7778.005623,25970,72,18.0,30,3.0,2,1,5238
7224,2484.747576,42012,63,13.0,84,0.0,1,2,416
7225,6366.225775,44368,80,5.0,72,0.0,3,1,4341
7226,6008.184526,43543,76,11.0,62,0.0,8,1,4163
7227,4645.569555,42532,118,13.0,32,0.0,1,2,2552
7228,9581.281433,75606,119,6.0,97,0.0,7,1,6301
7229,3443.301126,16208,93,22.0,20,0.0,1,1,1619
7230,2452.726922,32764,61,30.0,23,0.0,1,1,347
7231,5677.465907,45345,72,28.0,86,0.0,3,2,3899
7232,2650.622781,39035,68,15.0,65,0.0,1,1,759
7233,10004.74874,0,89,6.0,55,0.0,2,1,6412
7234,2538.62632,18608,71,13.0,24,0.0,1,2,531
7235,8221.870429,13376,108,13.0,75,0.0,4,1,5566
7236,19160.98994,22705,239,19.0,59,0.0,7,2,7488
7237,5275.626956,70446,65,31.0,99,0.0,9,1,3399
7238,12500.84302,0,165,16.0,43,0.0,3,1,6845
7239,5871.607022,0,80,24.0,20,0.0,7,1,4063
7240,10484.91535,61108,89,22.0,93,0.0,2,2,6522
7241,10408.96865,20228,101,3.0,43,1.0,2,2,6505
7242,5709.358709,75650,71,24.0,53,0.0,8,2,3925
7243,8400.788878,20870,72,20.0,90,0.0,2,1,5683
7244,8532.989751,30092,108,33.0,90,0.0,9,1,5789
7245,5208.35385,0,74,35.0,2,0.0,3,1,3308
7246,10986.22795,96721,138,4.0,50,1.0,7,1,6631
7247,21205.37785,24930,76,7.0,16,0.0,2,2,7600
7248,4845.002948,0,65,7.0,14,0.0,6,2,2802
7249,4619.449922,95301,114,34.0,43,0.0,1,1,2522
7250,7240.662339,32818,93,17.0,39,0.0,8,1,4804
7251,8432.519368,87728,70,24.0,65,0.0,2,2,5710
7252,15277.47796,38183,191,21.0,14,0.0,8,1,7211
7253,5308.434428,0,73,9.0,43,0.0,3,2,3445
7254,4894.986713,67436,61,6.0,28,0.0,4,1,2883
7255,16304.29777,90008,137,13.0,3,0.0,2,1,7309
7256,2592.890469,35705,65,19.0,45,0.0,1,2,646
7257,7349.32849,27072,93,24.0,27,0.0,8,2,4899
7258,13727.79972,0,126,12.0,4,0.0,2,1,7022
7259,2567.151468,40864,65,2.0,75,0.0,1,2,595
7260,9031.214859,0,122,15.0,47,0.0,9,2,6080
7261,3102.789546,21235,79,18.0,56,0.0,1,2,1393
7262,3305.129877,40778,86,1.0,59,0.0,1,1,1525
7263,19849.73509,0,286,3.0,3,0.0,9,1,7528
7264,6360.649533,41195,160,32.0,33,0.0,1,2,4337
7265,8749.496793,52373,111,2.0,37,0.0,9,2,5949
7266,5129.608404,72433,126,34.0,48,0.0,1,2,3204
7267,2667.270014,94041,66,14.0,11,0.0,1,2,789
7268,2533.740057,53988,64,10.0,17,0.0,1,2,516
7269,7627.026893,0,74,1.0,52,1.0,2,1,5122
7270,3369.71211,39754,85,2.0,35,0.0,1,1,1574
7271,4191.06163,0,64,3.0,53,1.0,7,1,2152
7272,6877.817669,0,96,25.0,71,0.0,6,1,4599
7273,7090.468528,45254,93,4.0,25,3.0,4,1,4713
7274,7109.296548,69700,181,9.0,49,0.0,1,2,4725
7275,29049.71315,21070,195,6.0,47,0.0,2,2,7852
7276,5534.576395,71560,69,14.0,46,0.0,5,1,3732
7277,8169.746083,32799,104,7.0,27,0.0,3,1,5524
7278,10831.13004,23202,96,29.0,59,0.0,2,2,6596
7279,10014.02955,74489,124,11.0,36,0.0,3,1,6415
7280,3299.339339,66114,92,12.0,6,4.0,1,1,1519
7281,4922.165949,0,69,2.0,76,0.0,3,2,2928
7282,15328.45723,0,138,1.0,34,0.0,2,2,7218
7283,5441.42013,85702,67,9.0,74,0.0,6,1,3624
7284,6846.150323,0,95,13.0,20,0.0,5,1,4576
7285,16979.79757,35095,73,25.0,56,0.0,2,1,7363
7286,3495.891476,10275,97,10.0,8,0.0,1,1,1658
7287,2982.196702,79523,74,34.0,40,0.0,1,2,1315
7288,38410.59556,71644,105,19.0,83,0.0,2,2,7976
7289,2827.43885,13610,74,7.0,64,0.0,1,1,1080
7290,3103.923041,74665,78,10.0,90,2.0,1,2,1395
7291,8395.806331,0,110,22.0,72,0.0,9,1,5680
7292,6081.481291,0,87,24.0,23,0.0,7,2,4193
7293,7901.744238,0,113,35.0,83,0.0,5,2,5322
7294,22103.5072,0,102,35.0,48,0.0,2,1,7646
7295,8378.357502,40994,106,8.0,94,0.0,8,2,5670
7296,7587.337272,0,69,17.0,60,0.0,2,2,5083
7297,11044.42715,29696,139,17.0,41,0.0,3,1,6644
7298,5800.171881,25472,73,5.0,86,0.0,9,1,4010
7299,9709.746073,0,133,11.0,30,0.0,7,1,6343
7300,7413.422501,52130,62,17.0,54,0.0,2,1,4946
7301,8343.751519,64127,71,31.0,19,0.0,2,2,5649
7302,5075.420953,0,73,28.0,8,0.0,3,1,3131
7303,7096.598526,67735,88,33.0,87,0.0,3,1,4719
7304,15759.62394,55800,66,12.0,91,0.0,2,2,7261
7305,5007.224298,0,73,24.0,69,1.0,3,1,3038
7306,5363.531017,43879,69,19.0,60,0.0,5,1,3522
7307,4160.162571,0,61,3.0,58,0.0,5,2,2124
7308,2381.790787,78185,61,23.0,54,0.0,1,2,209
7309,5348.071007,25545,69,19.0,49,0.0,9,1,3501
7310,8509.850887,26057,74,3.0,63,0.0,2,1,5774
7311,13334.26763,47950,170,23.0,86,1.0,8,1,6976
7312,2437.084486,34759,61,30.0,84,0.0,1,2,310
7313,7150.225367,63651,92,19.0,10,0.0,3,2,4746
7314,5329.12883,99839,66,17.0,12,0.0,3,2,3477
7315,7712.057483,27816,118,4.0,90,5.0,3,2,5188
7316,2615.852084,54314,66,13.0,98,0.0,1,1,696
7317,5963.818306,94115,74,28.0,41,0.0,8,2,4136
7318,7532.262392,41458,98,6.0,67,0.0,3,2,5048
7319,4683.443348,25187,121,8.0,79,0.0,1,2,2591
7320,8105.872317,0,74,15.0,61,0.0,2,2,5475
7321,12244.9049,46396,103,11.0,79,1.0,2,2,6808
7322,8161.781091,45270,70,11.0,63,0.0,2,1,5513
7323,4548.291613,0,132,5.0,88,3.0,1,2,2457
7324,5285.26816,23422,72,25.0,76,0.0,3,2,3415
7325,4650.68277,0,68,17.0,66,0.0,3,1,2558
7326,8676.698631,76214,72,7.0,48,0.0,2,1,5894
7327,2936.993695,44369,77,7.0,35,3.0,1,2,1267
7328,3435.649178,0,95,18.0,75,0.0,1,1,1613
7329,13024.22378,26312,110,29.0,19,1.0,2,1,6921
7330,8260.639809,33321,105,6.0,2,0.0,3,1,5587
7331,4842.284965,35127,62,9.0,21,0.0,5,1,2801
7332,21435.87782,20668,188,34.0,54,3.0,2,1,7612
7333,2423.259778,15585,65,22.0,24,0.0,1,1,273
7334,4169.356909,35457,105,0.0,93,0.0,1,2,2136
7335,4426.096934,29660,112,29.0,71,0.0,1,1,2333
7336,3600.934326,25147,101,7.0,54,0.0,1,2,1733
7337,16874.32815,55390,71,34.0,29,0.0,2,2,7354
7338,5475.337618,88251,68,3.0,2,0.0,3,2,3658
7339,8742.05776,71592,72,15.0,18,0.0,2,2,5945
7340,5206.118179,52629,65,30.0,22,0.0,6,1,3302
7341,5821.787383,60087,74,21.0,23,0.0,3,2,4032
7342,5614.587986,40417,71,34.0,4,1.0,8,2,3825
7343,2064.458781,0,61,6.0,30,0.0,1,1,13
7344,7370.61684,67871,61,1.0,21,0.0,2,1,4910
7345,10575.94816,0,105,7.0,91,0.0,2,1,6548
7346,8383.677045,68717,70,4.0,33,0.0,2,2,5673
7347,2640.515863,97666,66,16.0,60,0.0,1,2,745
7348,7771.018055,58467,65,30.0,90,0.0,2,2,5231
7349,4655.392106,0,67,18.0,44,0.0,3,1,2568
7350,5761.11121,28919,73,11.0,76,0.0,5,1,3974
7351,4130.382954,0,66,30.0,29,2.0,3,2,2103
7352,6305.925101,0,65,3.0,91,2.0,2,1,4316
7353,5285.307579,22627,67,19.0,43,0.0,8,1,3416
7354,14635.45158,0,139,5.0,56,0.0,2,2,7136
7355,13736.1325,16181,181,22.0,79,0.0,8,2,7023
7356,4014.453113,37384,99,9.0,17,0.0,1,1,2009
7357,11772.79068,51008,74,5.0,95,0.0,2,1,6748
7358,3934.099422,20920,103,25.0,88,0.0,1,2,1952
7359,7388.178085,28812,93,17.0,7,0.0,8,2,4926
7360,7716.439345,0,107,2.0,93,0.0,4,1,5196
7361,3349.639274,78092,84,34.0,13,0.0,1,1,1555
7362,2565.124294,68321,66,31.0,44,0.0,1,2,591
7363,17646.72772,36900,61,21.0,28,3.0,2,2,7404
7364,2886.451602,10312,78,10.0,63,0.0,1,1,1187
7365,13464.60289,83392,112,20.0,34,0.0,2,1,6999
7366,3223.331519,70277,80,23.0,4,0.0,1,1,1472
7367,2763.519279,56274,69,32.0,5,0.0,1,2,975
7368,5387.40977,97316,67,13.0,18,0.0,7,1,3556
7369,4698.521352,27985,117,8.0,90,0.0,1,1,2605
7370,8473.46358,0,116,0.0,8,2.0,8,1,5740
7371,4633.452912,50250,117,3.0,93,0.0,1,1,2538
7372,4983.457132,60415,62,10.0,31,0.0,5,1,3006
7373,6689.022728,56980,84,33.0,70,0.0,7,2,4494
7374,6314.579645,54408,79,29.0,17,0.0,4,1,4321
7375,16473.16905,22828,106,11.0,54,0.0,2,2,7323
7376,2443.925701,0,69,2.0,55,0.0,1,2,320
7377,4281.062223,23712,106,2.0,12,0.0,1,2,2215
7378,4334.064096,23904,123,1.0,67,3.0,1,2,2256
7379,3886.504807,0,112,13.0,59,0.0,1,2,1923
7380,8923.154803,98044,73,5.0,53,0.0,2,2,6031
7381,4957.404306,10194,65,34.0,35,0.0,4,2,2974
7382,4538.117454,49821,61,26.0,48,4.0,3,1,2448
7383,10963.95723,55687,276,33.0,91,0.0,1,2,6625
7384,4484.254754,0,65,22.0,44,0.0,8,1,2389
7385,13197.92893,0,68,19.0,2,3.0,2,1,6953
7386,8219.358756,28445,103,18.0,72,0.0,6,2,5565
7387,3193.459822,52653,81,19.0,42,0.0,1,2,1450
7388,2353.179121,0,66,11.0,73,0.0,1,1,175
7389,6291.655714,89113,78,18.0,68,0.0,8,1,4309
7390,9171.000967,60433,77,0.0,64,0.0,2,2,6148
7391,7771.582097,28054,195,1.0,63,1.0,1,2,5233
7392,2487.649473,38667,63,9.0,21,0.0,1,2,423
7393,10972.06778,24164,137,2.0,40,0.0,5,1,6627
7394,16570.09009,23589,211,30.0,13,0.0,6,1,7336
7395,3490.028304,90985,87,33.0,39,0.0,1,1,1654
7396,4599.759229,79284,117,9.0,59,1.0,1,2,2510
7397,6952.651187,0,73,2.0,38,3.0,2,1,4646
7398,5345.680998,54668,68,3.0,41,1.0,6,2,3498
7399,36897.79765,0,133,0.0,59,0.0,2,2,7967
7400,3709.919724,0,112,13.0,33,0.0,1,1,1804
7401,5421.524497,25778,68,29.0,34,0.0,3,2,3604
7402,8013.608606,43196,66,34.0,71,0.0,2,1,5400
7403,7999.251628,0,107,13.0,17,0.0,5,2,5384
7404,3012.039703,42987,77,14.0,48,0.0,1,1,1336
7405,4772.943848,20993,133,35.0,90,0.0,1,2,2709
7406,5244.40475,68131,130,22.0,27,0.0,1,1,3354
7407,18534.61157,16154,62,31.0,45,1.0,2,2,7453
7408,2581.110945,29757,65,13.0,55,0.0,1,2,620
7409,6554.390004,74424,81,26.0,74,0.0,9,1,4423
7410,2726.392968,48039,68,4.0,37,0.0,1,2,898
7411,6948.422239,0,196,0.0,73,2.0,1,2,4643
7412,4014.9185,0,113,35.0,29,0.0,1,2,2010
7413,6784.89369,0,64,7.0,5,1.0,2,2,4548
7414,12547.42888,32857,105,24.0,15,0.0,2,1,6853
7415,2495.464753,26689,64,34.0,23,0.0,1,1,436
7416,14789.61805,51817,129,20.0,78,4.0,2,2,7156
7417,4411.65582,0,62,20.0,88,0.0,6,1,2317
7418,20925.89544,44342,74,24.0,60,0.0,2,1,7585
7419,8396.327608,0,115,18.0,80,1.0,3,2,5681
7420,5646.323845,39841,72,9.0,40,0.0,5,1,3871
7421,9082.833891,34430,117,16.0,51,0.0,8,1,6107
7422,2478.576723,65744,62,9.0,77,0.0,1,2,401
7423,8428.471635,12180,113,17.0,62,0.0,3,2,5707
7424,9095.049868,37937,116,11.0,42,0.0,5,1,6111
7425,3164.494011,0,83,20.0,32,0.0,1,1,1437
7426,8984.040021,0,137,22.0,68,3.0,6,2,6054
7427,7781.89849,57474,97,21.0,44,0.0,3,2,5244
7428,4905.321482,46177,61,8.0,32,0.0,8,2,2903
7429,2502.637401,0,66,8.0,11,0.0,1,1,456
7430,6692.143668,63221,168,28.0,49,0.0,1,2,4495
7431,4740.202507,0,72,4.0,61,1.0,4,1,2660
7432,5946.670679,81139,74,22.0,69,0.0,3,2,4127
7433,5186.359717,0,73,27.0,95,1.0,6,1,3279
7434,5142.04553,0,72,17.0,87,0.0,8,1,3219
7435,10598.54249,20179,133,29.0,0,1.0,5,2,6554
7436,2647.519741,37876,69,13.0,15,0.0,1,2,754
7437,8259.1108,20305,76,14.0,63,1.0,2,2,5586
7438,2632.552578,99841,65,14.0,30,0.0,1,2,732
7439,13869.92705,28432,118,1.0,59,0.0,2,1,7042
7440,2691.596929,33104,70,10.0,23,1.0,1,1,836
7441,3844.569357,26262,97,6.0,59,0.0,1,1,1898
7442,6559.34766,0,94,7.0,8,0.0,6,2,4427
7443,5745.41663,0,165,27.0,38,0.0,1,2,3958
7444,6106.468745,60234,152,14.0,98,0.0,1,1,4207
7445,3499.139864,37273,88,10.0,87,0.0,1,1,1662
7446,7180.971028,42303,180,24.0,66,0.0,1,1,4765
7447,2265.318569,0,61,5.0,21,0.0,1,1,101
7448,2917.539465,51622,74,29.0,32,0.0,1,1,1243
7449,4871.15057,72648,61,0.0,78,0.0,5,1,2834
7450,2619.337376,78618,66,7.0,56,0.0,1,2,706
7451,4669.22664,76157,116,15.0,80,0.0,1,2,2580
7452,4102.199975,0,112,31.0,21,0.0,1,2,2080
7453,4743.615503,70082,119,17.0,23,0.0,1,2,2664
7454,3539.97159,0,99,13.0,87,0.0,1,1,1686
7455,3660.770258,64495,92,34.0,30,0.0,1,1,1766
7456,6234.305918,0,82,26.0,12,0.0,9,2,4264
7457,11435.23124,12470,103,30.0,52,1.0,2,1,6700
7458,4967.544169,28524,62,26.0,45,0.0,9,1,2988
7459,7126.263963,22490,90,8.0,96,0.0,8,2,4734
7460,5555.830205,74015,72,12.0,61,0.0,6,2,3755
7461,6953.952351,43221,87,33.0,51,0.0,7,2,4647
7462,5630.793,72874,70,26.0,31,0.0,6,1,3843
7463,11172.49931,14533,63,4.0,20,0.0,2,1,6663
7464,5085.836595,31546,65,4.0,83,0.0,9,2,3142
7465,9597.474777,38736,81,7.0,35,0.0,2,2,6309
7466,8826.961501,28463,113,0.0,45,2.0,7,1,5980
7467,6861.745956,30816,87,10.0,43,0.0,4,2,4584
7468,4703.71858,0,137,11.0,73,0.0,1,1,2612
7469,4505.85011,20284,65,14.0,84,1.0,3,2,2408
7470,2308.648034,20811,61,33.0,61,0.0,1,1,133
7471,8920.463999,40867,112,21.0,98,0.0,7,1,6029
7472,5189.289582,82166,134,9.0,43,3.0,1,2,3281
7473,2671.166649,23305,68,25.0,26,0.0,1,1,794
7474,2395.968567,38460,61,11.0,98,0.0,1,2,228
7475,2879.505701,42247,74,4.0,52,0.0,1,1,1176
7476,5318.89664,25134,67,3.0,0,0.0,6,1,3458
7477,6104.849081,62455,77,27.0,85,1.0,5,2,4205
7478,5503.440723,76839,68,12.0,85,0.0,3,2,3687
7479,5755.539367,97607,71,2.0,67,0.0,9,1,3969
7480,6778.84457,0,96,2.0,84,0.0,9,2,4544
7481,7507.455372,60920,64,10.0,61,0.0,2,2,5029
7482,9263.179837,23377,116,15.0,19,0.0,3,1,6182
7483,8314.306568,40447,105,1.0,79,0.0,6,1,5630
7484,4037.547258,21586,106,6.0,5,0.0,1,1,2031
7485,6438.97103,90035,80,28.0,38,0.0,3,2,4369
7486,8041.20055,44986,101,14.0,83,0.0,3,2,5425
7487,6405.738932,48131,82,6.0,86,0.0,3,1,4356
7488,10394.36269,22601,88,1.0,41,0.0,2,1,6502
7489,5994.255419,74284,74,27.0,5,0.0,3,2,4152
7490,7787.431684,24664,69,12.0,15,0.0,2,1,5250
7491,8005.964669,63357,101,26.0,42,0.0,5,2,5388
7492,7200.664877,0,66,16.0,77,0.0,2,1,4778
7493,2458.562965,0,71,21.0,8,1.0,1,2,361
7494,11665.09779,84978,72,12.0,51,1.0,2,2,6734
7495,6366.225775,44368,80,5.0,72,0.0,3,1,4341
7496,2108.493744,0,61,8.0,91,0.0,1,1,17
7497,6896.088021,0,68,10.0,53,0.0,2,1,4612
7498,9726.551005,72236,80,2.0,29,0.0,2,1,6347
7499,3878.770231,84981,96,6.0,96,0.0,1,2,1919
7500,43290.49543,23203,132,21.0,71,0.0,2,1,8006
7501,5096.673223,22886,65,9.0,81,0.0,3,1,3157
7502,10408.96865,20228,101,3.0,43,1.0,2,2,6505
7503,6176.700392,49529,78,4.0,78,0.0,3,1,4236
7504,7555.828789,0,114,19.0,50,0.0,3,2,5064
7505,3923.265453,0,108,2.0,38,0.0,1,2,1949
7506,13466.92071,11432,119,11.0,9,0.0,2,2,7000
7507,5170.976384,53603,132,30.0,1,1.0,1,1,3260
7508,13094.2046,37541,109,10.0,31,0.0,2,1,6934
7509,8456.455313,89918,105,15.0,72,0.0,9,1,5725
7510,6639.328932,72661,83,17.0,21,1.0,4,2,4463
7511,2514.428561,23504,69,19.0,56,0.0,1,1,480
7512,7423.899674,36639,62,16.0,34,0.0,2,2,4953
7513,2671.817549,62452,67,1.0,9,0.0,1,2,796
7514,11982.42085,42995,101,10.0,22,0.0,2,2,6778
7515,7039.262387,24239,88,25.0,5,0.0,8,2,4687
7516,5799.063709,65538,72,24.0,86,0.0,3,1,4008
7517,5176.157299,91475,64,28.0,35,0.0,3,1,3266
7518,5124.984391,0,134,13.0,56,0.0,1,1,3200
7519,8578.364528,78077,107,11.0,47,2.0,6,1,5819
7520,7324.285428,0,104,10.0,74,0.0,7,1,4877
7521,3919.366722,66676,97,0.0,40,0.0,1,1,1946
7522,9778.733613,99364,121,3.0,37,0.0,5,1,6360
7523,11014.1636,67575,91,27.0,85,0.0,2,2,6638
7524,8621.185568,0,87,12.0,12,1.0,2,2,5851
7525,5620.587184,21142,71,16.0,79,0.0,4,2,3834
7526,3799.746262,0,102,1.0,99,0.0,1,1,1863
7527,14748.92373,31226,93,31.0,68,0.0,2,2,7154
7528,26462.75908,0,82,15.0,88,2.0,2,2,7798
7529,7619.5158,64749,64,24.0,59,0.0,2,2,5120
7530,11211.59027,41121,94,20.0,56,0.0,2,1,6667
7531,2570.433324,44940,65,1.0,67,0.0,1,2,602
7532,9553.415528,0,146,20.0,14,0.0,4,1,6293
7533,5229.445752,69545,65,17.0,97,0.0,8,1,3335
7534,13979.09014,33617,117,6.0,12,0.0,2,1,7054
7535,5890.528762,76875,73,21.0,4,0.0,9,1,4081
7536,4355.702301,0,64,22.0,22,0.0,4,1,2273
7537,2537.667511,0,68,32.0,28,0.0,1,2,526
7538,11572.10339,0,166,4.0,49,0.0,4,1,6717
7539,4605.87485,47481,116,20.0,39,0.0,1,1,2516
7540,13372.02426,88706,110,14.0,72,1.0,2,2,6985
7541,7264.803903,12075,94,16.0,23,0.0,5,2,4826
7542,2704.537211,24173,70,16.0,96,0.0,1,1,861
7543,2461.797738,12222,67,8.0,70,1.0,1,1,366
7544,9807.829589,0,135,18.0,48,0.0,4,1,6372
7545,2456.816647,50979,61,25.0,45,1.0,1,1,357
7546,3849.596697,0,106,10.0,32,0.0,1,1,1901
7547,6376.754915,27835,81,18.0,46,0.0,3,2,4345
7548,8682.234653,10540,115,33.0,76,0.0,3,2,5899
7549,7529.863445,52774,66,16.0,26,4.0,2,1,5045
7550,9393.968332,39770,117,11.0,37,0.0,3,1,6229
7551,5038.979968,72919,130,20.0,22,5.0,1,2,3081
7552,10706.66957,55436,67,7.0,44,0.0,2,1,6574
7553,9927.049694,19592,92,31.0,63,0.0,2,1,6394
7554,2294.303629,0,62,5.0,31,0.0,1,2,123
7555,3237.996209,60244,83,3.0,72,3.0,1,1,1483
7556,2601.468833,80584,65,33.0,17,0.0,1,1,669
7557,4685.504251,77678,116,32.0,81,0.0,1,1,2592
7558,2614.474305,65186,65,29.0,27,0.0,1,2,693
7559,2563.863345,0,69,13.0,74,0.0,1,1,590
7560,2433.089468,0,71,31.0,79,0.0,1,1,293
7561,5575.198201,18892,73,33.0,76,0.0,5,1,3779
7562,31221.7481,42780,113,10.0,27,1.0,2,1,7890
7563,6943.555989,25612,61,12.0,52,0.0,2,2,4636
7564,19582.46887,26463,72,28.0,93,0.0,2,1,7515
7565,2732.652352,86650,69,7.0,64,2.0,1,1,915
7566,9696.548818,86830,123,18.0,5,0.0,3,2,6336
7567,13083.48622,73060,108,9.0,78,0.0,2,2,6932
7568,8123.955566,12617,108,5.0,43,0.0,8,2,5491
7569,9067.658438,78250,114,7.0,66,0.0,6,1,6101
7570,7519.029686,32397,190,14.0,95,0.0,1,1,5035
7571,9189.518267,99443,117,6.0,6,4.0,5,2,6153
7572,67907.2705,78310,192,34.0,18,1.0,2,2,8037
7573,8696.907111,91423,109,3.0,71,1.0,5,2,5909
7574,35444.31404,96853,98,34.0,68,0.0,2,1,7947
7575,5165.810048,43461,64,24.0,47,0.0,6,2,3250
7576,7849.125533,54431,97,19.0,62,0.0,3,2,5281
7577,5140.391812,26952,76,1.0,0,1.0,8,1,3217
7578,2615.304467,24914,66,6.0,90,0.0,1,2,695
7579,8550.386579,21733,73,17.0,37,0.0,2,2,5802
7580,10056.5083,16097,139,7.0,6,0.0,7,1,6424
7581,3861.486269,93272,95,3.0,54,0.0,1,1,1907
7582,2691.70088,34322,70,20.0,46,2.0,1,1,837
7583,2441.394244,0,65,7.0,28,0.0,1,2,314
7584,4549.337013,23650,61,5.0,10,2.0,3,1,2459
7585,4467.705159,0,64,10.0,34,0.0,4,1,2369
7586,5926.729379,23091,96,28.0,90,5.0,5,1,4112
7587,3344.809462,33243,85,13.0,19,0.0,1,2,1553
7588,8793.521303,72897,73,26.0,96,0.0,2,1,5966
7589,26570.34335,0,100,16.0,36,0.0,2,2,7801
7590,4305.808345,24188,109,14.0,82,0.0,1,1,2231
7591,3347.028677,37138,85,4.0,13,0.0,1,2,1554
7592,10626.80746,27339,97,0.0,37,2.0,2,1,6560
7593,3423.973171,29958,90,8.0,77,0.0,1,2,1606
7594,5553.756551,0,92,30.0,64,3.0,9,1,3750
7595,2721.585434,43278,68,10.0,10,0.0,1,1,886
7596,15785.29692,81119,196,3.0,67,0.0,3,2,7267
7597,2491.317024,36631,62,30.0,77,0.0,1,1,433
7598,24249.33685,33651,69,21.0,37,1.0,2,2,7734
7599,6500.409697,0,61,13.0,37,0.0,2,1,4396
7600,13770.97618,59207,116,23.0,21,0.0,2,2,7030
7601,2658.217729,22724,69,21.0,39,0.0,1,1,773
7602,4892.617128,43199,61,23.0,31,0.0,3,1,2879
7603,5388.023812,48895,68,16.0,27,0.0,7,1,3558
7604,7744.644444,26444,196,4.0,14,0.0,1,1,5212
