,Unnamed: 0,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
8193,8193,5918.330563,94846,73,15.0,68,0.0,7,305.031114,2
8198,8198,4270.034394,0,122,27.0,2,0.0,1,725.870693,1
8200,8200,4031.104947,0,63,35.0,59,3.0,3,639.45899,2
8204,8204,2545.220272,26746,66,20.0,41,0.0,1,165.75305,2
8211,8211,7689.700105,42677,96,5.0,20,0.0,3,1084.95655,2
8213,8213,6047.02516,20396,76,15.0,60,1.0,4,364.8,2
8214,8214,9378.634228,36067,117,30.0,78,0.0,3,561.6,1
8218,8218,2589.43003,49675,65,10.0,54,0.0,1,312.0,1
8219,8219,19323.23675,0,139,24.0,3,1.0,2,1389.140121,1
8220,8220,2610.369217,54737,66,3.0,86,0.0,1,391.970334,1
8221,8221,2991.696011,0,80,9.0,96,0.0,1,576.0,2
8224,8224,8178.235107,29057,102,22.0,24,0.0,3,489.6,1
8226,8226,15481.25277,0,180,29.0,19,3.0,2,1296.0,1
8228,8228,5608.316348,67176,72,20.0,90,0.0,9,345.6,2
8229,8229,2836.677371,61029,72,26.0,98,0.0,1,114.429816,1
8230,8230,14932.09982,39049,63,30.0,34,0.0,2,294.75626,1
8232,8232,8044.511759,68849,67,9.0,67,0.0,2,252.699037,1
8234,8234,7079.170237,24450,90,4.0,65,0.0,4,250.959093,2
8236,8236,8660.838974,79674,107,29.0,50,0.0,3,9.275859,2
8239,8239,3226.850118,83252,80,4.0,98,0.0,1,384.0,1
8241,8241,3267.709691,28729,90,26.0,19,3.0,1,338.744392,1
8243,8243,7449.855125,0,206,7.0,82,0.0,1,1483.2,2
8249,8249,7007.274228,0,101,12.0,12,0.0,6,973.787176,2
8250,8250,8065.234637,29692,77,3.0,53,0.0,2,449.352139,2
8251,8251,2748.800067,56900,68,11.0,34,0.0,1,304.115627,1
8252,8252,3633.05403,43334,95,3.0,72,2.0,1,614.367195,2
8256,8256,3087.432549,67591,77,2.0,78,0.0,1,198.080417,1
8257,8257,4991.47197,12608,66,23.0,72,1.0,3,214.866605,1
8259,8259,5824.817366,40964,74,7.0,57,0.0,8,355.2,1
8260,8260,11131.56637,0,99,26.0,60,0.0,2,475.2,1
8261,8261,4298.378567,31414,116,0.0,68,4.0,1,556.8,2
8265,8265,8936.823519,37520,74,21.0,30,0.0,2,163.576763,1
8268,8268,7188.292633,13542,94,5.0,35,0.0,8,451.2,1
8270,8270,4880.339614,97984,61,1.0,36,1.0,5,407.450118,1
8272,8272,2876.822941,40171,73,8.0,78,0.0,1,350.4,2
8274,8274,8382.478392,25998,71,16.0,38,0.0,2,791.878042,1
8275,8275,9060.204521,57078,113,26.0,13,1.0,8,542.4,1
8278,8278,3728.874098,0,69,21.0,54,5.0,3,496.8,2
8281,8281,5391.970996,41662,69,27.0,73,0.0,6,217.973168,2
8282,8282,5181.620895,97131,64,5.0,80,0.0,6,307.2,2
8284,8284,5498.940679,22520,73,17.0,64,0.0,3,350.4,2
8286,8286,2876.775085,0,84,4.0,29,0.0,1,849.011958,2
8287,8287,8873.525122,53503,114,3.0,43,0.0,7,547.2,2
8298,8298,6997.008618,55873,88,30.0,19,0.0,6,299.356083,1
8301,8301,58753.88046,24964,185,0.0,84,0.0,2,888.0,1
8302,8302,6906.201903,13432,92,5.0,82,0.0,8,610.567945,2
8303,8303,5119.414293,40169,65,1.0,47,1.0,3,302.818833,1
8304,8304,2511.697993,14906,66,31.0,0,0.0,1,421.632668,2
8305,8305,10369.3874,0,69,35.0,50,0.0,2,454.3585,2
8310,8310,4814.350556,0,67,17.0,4,0.0,4,482.4,2
8312,8312,20101.65141,23638,102,32.0,62,0.0,2,489.6,1
8313,8313,3979.388247,0,112,11.0,3,0.0,1,806.4,2
8324,8324,14510.44376,41433,183,24.0,40,0.0,9,1317.6,2
8329,8329,6438.995346,19831,83,8.0,88,0.0,7,398.4,2
8330,8330,6775.924167,27354,86,2.0,13,1.0,7,412.8,2
8332,8332,4254.620669,11904,61,34.0,11,2.0,3,292.8,2
8338,8338,6331.338496,0,87,3.0,82,0.0,3,94.714302,2
8339,8339,14002.75508,61225,117,3.0,0,0.0,2,442.374873,2
8340,8340,8427.172486,46503,215,4.0,21,1.0,1,1032.0,2
8342,8342,7944.973807,0,113,10.0,97,0.0,9,542.4,2
8343,8343,9402.729769,0,130,28.0,88,0.0,4,936.0,2
8345,8345,6005.847375,13528,86,21.0,35,0.0,3,412.8,2
8350,8350,4766.645359,70432,61,16.0,49,3.0,4,6.422285,2
8354,8354,5553.295758,68197,69,1.0,81,0.0,3,176.819414,1
8355,8355,2449.789611,44662,63,3.0,51,1.0,1,165.098152,2
8357,8357,7425.269244,36259,63,14.0,60,0.0,2,302.4,2
8361,8361,6746.434272,70328,84,11.0,32,0.0,6,293.227028,2
8362,8362,5323.267311,55289,67,10.0,71,0.0,3,134.124254,2
8364,8364,3981.775889,52801,100,21.0,78,0.0,1,475.20088,2
8367,8367,11009.13049,51643,283,16.0,43,0.0,1,1358.4,1
8368,8368,49423.79557,85058,137,34.0,82,0.0,2,595.369784,1
8370,8370,9591.232645,54538,119,32.0,63,0.0,6,507.799325,2
8372,8372,3600.934326,25147,101,7.0,54,0.0,1,694.598288,2
8383,8383,5274.20076,10629,74,17.0,15,0.0,8,532.8,2
8386,8386,2983.110414,0,91,3.0,57,0.0,1,436.8,1
8389,8389,4956.620638,31562,66,9.0,5,4.0,7,316.8,2
8393,8393,13367.86562,57335,67,22.0,18,0.0,2,407.887715,1
8396,8396,11029.92619,37056,92,12.0,7,0.0,2,441.6,1
8397,8397,4433.97368,50653,110,29.0,42,0.0,1,262.865172,2
8399,8399,6301.102478,47622,80,15.0,13,0.0,7,305.544034,1
8400,8400,6478.801192,50864,83,18.0,86,1.0,4,158.362972,2
8401,8401,25107.09812,24410,73,5.0,51,0.0,2,350.4,2
8404,8404,4185.757242,0,64,0.0,56,0.0,3,492.644465,2
8407,8407,2893.739608,82611,74,23.0,87,1.0,1,355.2,1
8408,8408,5923.117229,92163,73,3.0,79,0.0,6,66.568642,2
8409,8409,2810.464447,26790,71,4.0,41,0.0,1,340.8,2
8415,8415,11923.75365,24581,101,2.0,86,0.0,2,484.8,1
8424,8424,19378.9078,21159,73,35.0,14,0.0,2,350.4,2
8429,8429,13770.97618,59207,116,23.0,21,0.0,2,556.8,2
8432,8432,2607.81554,0,70,26.0,44,1.0,1,336.0,1
8433,8433,11638.89947,25370,102,10.0,77,0.0,2,489.6,1
8434,8434,5479.555081,56005,68,31.0,30,1.0,3,326.4,1
8438,8438,5015.009472,48567,130,12.0,15,0.0,1,624.0,2
8440,8440,2386.201293,70911,63,20.0,13,3.0,1,302.4,2
8444,8444,9047.119209,0,127,30.0,11,0.0,6,1087.995426,1
8446,8446,3934.712712,84229,98,25.0,20,0.0,1,470.4,1
8449,8449,16473.16905,22828,106,11.0,54,0.0,2,508.8,2
8451,8451,2980.010499,13535,80,7.0,53,1.0,1,384.0,2
8452,8452,7082.830426,53310,189,26.0,33,3.0,1,1360.8,1
8453,8453,8002.308333,0,107,3.0,65,0.0,3,513.6,1
8458,8458,3439.089657,98278,85,26.0,60,0.0,1,367.577872,2
8459,8459,2809.766683,74713,70,20.0,67,0.0,1,336.0,2
8462,8462,7381.914168,54878,96,5.0,11,3.0,9,204.953947,2
8463,8463,19644.76296,67326,69,17.0,32,0.0,2,331.2,2
8469,8469,5593.434009,96406,69,16.0,64,0.0,8,331.2,1
8471,8471,5138.244998,72264,64,2.0,66,0.0,9,272.649844,1
8472,8472,3933.813993,25927,103,6.0,20,0.0,1,674.973614,1
8473,8473,8214.602384,73245,68,33.0,48,0.0,2,305.121363,1
8478,8478,2681.332102,0,71,2.0,94,1.0,1,340.8,2
8481,8481,4504.16329,0,62,18.0,75,0.0,3,135.851316,1
8482,8482,22332.43946,49078,97,10.0,3,0.0,2,484.013411,1
8483,8483,11269.23099,65448,94,28.0,66,0.0,2,451.2,1
8484,8484,7050.972166,39040,174,4.0,34,0.0,1,835.2,2
8485,8485,2885.002508,77748,72,1.0,51,0.0,1,7.214579,1
8487,8487,5174.689686,55290,65,26.0,33,0.0,4,13.874775,1
8488,8488,5896.536531,39293,74,17.0,48,0.0,6,352.740946,1
8493,8493,29194.36639,35296,126,19.0,11,0.0,2,452.616872,1
8500,8500,4755.762589,72193,118,1.0,46,0.0,1,552.646907,2
8502,8502,13117.52215,84311,111,11.0,98,4.0,2,532.8,2
8503,8503,9575.357152,0,134,13.0,11,0.0,6,643.2,2
8504,8504,5054.780543,79297,64,34.0,64,0.0,6,72.760316,2
8505,8505,10179.71704,14290,271,20.0,40,0.0,1,1300.8,1
8507,8507,5619.649515,41878,71,5.0,15,0.0,8,161.695519,2
8512,8512,7693.119768,54665,97,0.0,60,1.0,3,99.810799,1
8513,8513,5389.499465,66429,136,35.0,93,0.0,1,57.712985,1
8514,8514,12168.74492,14973,115,2.0,75,0.0,2,828.0,2
8515,8515,3023.887488,28383,81,11.0,20,0.0,1,258.109435,1
8519,8519,4811.184482,0,136,11.0,30,1.0,1,569.908338,1
8520,8520,8630.696198,0,122,19.0,72,2.0,3,585.6,1
8521,8521,3087.249746,41273,77,16.0,19,0.0,1,221.226696,1
8523,8523,5642.747998,68654,71,32.0,21,2.0,9,208.048487,2
8524,8524,4173.140695,0,117,10.0,37,0.0,1,842.4,2
8525,8525,2500.837384,56172,64,0.0,74,0.0,1,307.2,2
8529,8529,4731.844073,0,64,14.0,92,0.0,7,307.2,1
8532,8532,5200.076742,90167,131,31.0,42,0.0,1,523.733793,2
8533,8533,5123.170887,89879,63,17.0,20,0.0,3,94.030308,1
8537,8537,13883.32934,0,197,3.0,85,0.0,9,1418.4,2
8538,8538,5907.91176,87796,74,23.0,10,0.0,4,355.2,2
8541,8541,21886.19626,43000,109,27.0,9,0.0,2,676.808053,2
8544,8544,4803.24007,37313,62,34.0,39,0.0,6,246.57631,1
8545,8545,7334.915821,30969,63,26.0,79,1.0,2,358.225234,1
8547,8547,7403.447336,19064,98,23.0,35,1.0,7,136.248799,2
8548,8548,4529.072491,94757,112,0.0,25,0.0,1,5.453269,2
8549,8549,10425.98532,68563,131,6.0,44,1.0,3,350.097052,1
8553,8553,2655.996158,31796,68,27.0,16,0.0,1,377.442796,2
8554,8554,2721.589169,97719,67,6.0,82,0.0,1,318.660896,2
8555,8555,2846.24535,28919,72,18.0,11,0.0,1,518.4,2
8557,8557,7821.945982,0,114,27.0,39,0.0,4,914.31553,1
8558,8558,6940.069184,0,62,31.0,30,1.0,2,297.6,1
8560,8560,5201.252168,0,69,1.0,79,0.0,4,331.2,1
8561,8561,13350.1209,28919,173,5.0,88,0.0,3,830.4,1
8562,8562,5551.394979,56872,69,20.0,99,0.0,9,192.879457,1
8564,8564,17484.53438,78362,73,16.0,66,0.0,2,525.6,1
8568,8568,10215.77915,18150,67,17.0,34,0.0,2,220.304649,1
8569,8569,2840.85429,0,74,17.0,73,0.0,1,402.449823,2
8570,8570,2515.411468,39718,65,1.0,55,2.0,1,366.531664,1
8574,8574,2451.752695,26840,64,1.0,47,2.0,1,307.2,2
8575,8575,3745.374656,59732,94,0.0,54,0.0,1,135.626867,1
8576,8576,11820.1098,86801,98,5.0,20,0.0,2,371.108203,2
8578,8578,7035.974353,86642,87,14.0,12,0.0,9,234.057985,1
8581,8581,3241.588659,89196,81,17.0,52,0.0,1,41.182611,1
8582,8582,2574.020376,34990,65,23.0,73,0.0,1,42.689135,1
8583,8583,9332.494982,58007,81,23.0,71,0.0,2,518.346912,2
8585,8585,2529.077508,89129,64,24.0,93,0.0,1,328.870868,2
8588,8588,2902.622439,23893,73,19.0,21,0.0,1,186.292275,1
8589,8589,10339.59799,67134,131,5.0,63,1.0,6,277.448968,2
8594,8594,14024.35839,81872,115,10.0,55,0.0,2,256.43803,2
8598,8598,2821.002026,0,77,32.0,0,0.0,1,436.369797,1
8599,8599,10213.99111,60078,127,23.0,60,0.0,3,140.819942,1
8601,8601,3761.792015,0,106,25.0,47,1.0,1,1116.943654,1
8604,8604,17817.46464,0,68,4.0,71,0.0,2,256.916302,2
8605,8605,21569.33731,23909,119,21.0,86,0.0,2,571.2,2
8606,8606,13869.92705,28432,118,1.0,59,0.0,2,612.300581,1
8607,8607,14514.00519,88753,181,6.0,21,0.0,3,868.8,2
8608,8608,20998.25947,71663,74,23.0,22,0.0,2,84.494022,1
8609,8609,11430.58845,93210,71,35.0,62,0.0,2,74.523935,1
8610,8610,5564.957596,46507,73,17.0,32,4.0,3,325.569334,1
8611,8611,8719.125849,0,116,7.0,73,1.0,7,556.8,2
8612,8612,26416.25478,85537,108,4.0,91,0.0,2,285.276083,1
8613,8613,3663.740198,61894,91,3.0,21,0.0,1,436.8,1
8618,8618,7511.660568,0,70,9.0,96,0.0,2,340.201412,1
8620,8620,4272.585137,81132,107,19.0,52,0.0,1,419.105559,2
8624,8624,2448.646138,0,69,7.0,68,0.0,1,331.2,2
8625,8625,9420.965855,47048,118,0.0,37,0.0,3,566.4,2
8626,8626,2397.036098,22283,65,16.0,93,0.0,1,572.072106,1
8627,8627,5322.291688,33681,138,13.0,21,1.0,1,873.127345,1
8629,8629,4633.550875,29105,117,28.0,31,0.0,1,272.612048,2
8630,8630,5515.41017,0,79,5.0,62,0.0,7,379.2,2
8633,8633,3214.979402,53984,80,15.0,62,0.0,1,421.484456,2
8638,8638,5363.076547,36357,68,28.0,96,0.0,6,17.269323,2
8643,8643,5838.133617,55419,72,31.0,45,0.0,9,171.166733,2
8646,8646,11944.40399,33760,102,24.0,11,0.0,2,123.491865,1
8651,8651,6008.184526,43543,76,11.0,62,0.0,8,339.255348,1
8652,8652,4645.569555,42532,118,13.0,32,0.0,1,200.641734,2
8653,8653,9581.281433,75606,119,6.0,97,0.0,7,571.2,1
8655,8655,2452.726922,32764,61,30.0,23,0.0,1,292.953446,1
8656,8656,5677.465907,45345,72,28.0,86,0.0,3,99.039453,2
8657,8657,2650.622781,39035,68,15.0,65,0.0,1,244.564334,1
8658,8658,10004.74874,0,89,6.0,55,0.0,2,640.8,1
8662,8662,19160.98994,22705,239,19.0,59,0.0,7,1294.700423,2
8668,8668,12500.84302,0,165,16.0,43,0.0,3,792.0,1
8669,8669,5871.607022,0,80,24.0,20,0.0,7,871.055266,1
8674,8674,8532.989751,30092,108,33.0,90,0.0,9,192.265438,1
8675,8675,5208.35385,0,74,35.0,2,0.0,3,532.8,1
8678,8678,4845.002948,0,65,7.0,14,0.0,6,129.165554,2
8679,8679,4619.449922,95301,114,34.0,43,0.0,1,547.2,1
8682,8682,8432.519368,87728,70,24.0,65,0.0,2,201.589875,2
8683,8683,15277.47796,38183,191,21.0,14,0.0,8,981.010879,1
8685,8685,5308.434428,0,73,9.0,43,0.0,3,525.6,2
8693,8693,9031.214859,0,122,15.0,47,0.0,9,650.52179,2
8697,8697,19849.73509,0,286,3.0,3,0.0,9,2059.2,1
8698,8698,6360.649533,41195,160,32.0,33,0.0,1,323.1897,2
8700,8700,5129.608404,72433,126,34.0,48,0.0,1,343.139611,2
8701,8701,2667.270014,94041,66,14.0,11,0.0,1,159.756733,2
8706,8706,6877.817669,0,96,25.0,71,0.0,6,460.8,1
8710,8710,29049.71315,21070,195,6.0,47,0.0,2,1404.0,2
8715,8715,10014.02955,74489,124,11.0,36,0.0,3,128.535182,1
8716,8716,3299.339339,66114,92,12.0,6,4.0,1,178.842061,1
8717,8717,4922.165949,0,69,2.0,76,0.0,3,331.2,2
8718,8718,15328.45723,0,138,1.0,34,0.0,2,688.828746,2
8721,8721,6846.150323,0,95,13.0,20,0.0,5,456.0,1
8724,8724,3495.891476,10275,97,10.0,8,0.0,1,465.6,1
8726,8726,38410.59556,71644,105,19.0,83,0.0,2,504.0,2
8728,8728,3103.923041,74665,78,10.0,90,2.0,1,236.902001,2
8729,8729,8395.806331,0,110,22.0,72,0.0,9,161.092415,1
8730,8730,6081.481291,0,87,24.0,23,0.0,7,626.4,2
8731,8731,7901.744238,0,113,35.0,83,0.0,5,1258.327804,2
8734,8734,8378.357502,40994,106,8.0,94,0.0,8,60.227339,2
8742,8742,5075.420953,0,73,28.0,8,0.0,3,350.4,1
8743,8743,7096.598526,67735,88,33.0,87,0.0,3,3.4637,1
8744,8744,15759.62394,55800,66,12.0,91,0.0,2,473.324671,2
8745,8745,5007.224298,0,73,24.0,69,1.0,3,655.791955,1
8746,8746,5363.531017,43879,69,19.0,60,0.0,5,242.133552,1
8747,8747,4160.162571,0,61,3.0,58,0.0,5,292.8,2
8748,8748,2381.790787,78185,61,23.0,54,0.0,1,292.8,2
8751,8751,8509.850887,26057,74,3.0,63,0.0,2,523.888845,1
8755,8755,7150.225367,63651,92,19.0,10,0.0,3,224.711836,2
8757,8757,7712.057483,27816,118,4.0,90,5.0,3,566.4,2
8763,8763,8105.872317,0,74,15.0,61,0.0,2,232.01349,2
8764,8764,12244.9049,46396,103,11.0,79,1.0,2,384.01403,2
8765,8765,8161.781091,45270,70,11.0,63,0.0,2,46.053458,1
8767,8767,5285.26816,23422,72,25.0,76,0.0,3,518.4,2
8768,8768,4650.68277,0,68,17.0,66,0.0,3,722.877299,1
8769,8769,8676.698631,76214,72,7.0,48,0.0,2,202.81373,1
8772,8772,3435.649178,0,95,18.0,75,0.0,1,679.052398,1
8776,8776,4842.284965,35127,62,9.0,21,0.0,5,297.6,1
8777,8777,21435.87782,20668,188,34.0,54,3.0,2,902.4,1
8778,8778,2423.259778,15585,65,22.0,24,0.0,1,67.618365,1
8779,8779,4169.356909,35457,105,0.0,93,0.0,1,641.230581,2
8780,8780,4426.096934,29660,112,29.0,71,0.0,1,334.133949,1
8788,8788,5821.787383,60087,74,21.0,23,0.0,3,355.2,2
8789,8789,5614.587986,40417,71,34.0,4,1.0,8,130.303439,2
8790,8790,2064.458781,0,61,6.0,30,0.0,1,292.8,1
8792,8792,10575.94816,0,105,7.0,91,0.0,2,756.0,1
8798,8798,4130.382954,0,66,30.0,29,2.0,3,523.030597,2
8800,8800,5285.307579,22627,67,19.0,43,0.0,8,321.6,1
8804,8804,4014.453113,37384,99,9.0,17,0.0,1,475.2,1
8807,8807,3934.099422,20920,103,25.0,88,0.0,1,494.4,2
8812,8812,2565.124294,68321,66,31.0,44,0.0,1,198.263056,2
8813,8813,17646.72772,36900,61,21.0,28,3.0,2,109.291516,2
8815,8815,13464.60289,83392,112,20.0,34,0.0,2,523.688037,1
8819,8819,4698.521352,27985,117,8.0,90,0.0,1,561.6,1
8820,8820,8473.46358,0,116,0.0,8,2.0,8,1148.461246,1
8821,8821,4633.452912,50250,117,3.0,93,0.0,1,561.6,1
8823,8823,6689.022728,56980,84,33.0,70,0.0,7,599.000883,2
8825,8825,16473.16905,22828,106,11.0,54,0.0,2,508.8,2
8829,8829,4334.064096,23904,123,1.0,67,3.0,1,590.4,2
8830,8830,3886.504807,0,112,13.0,59,0.0,1,1185.988301,2
8835,8835,10963.95723,55687,276,33.0,91,0.0,1,1324.8,2
8839,8839,8219.358756,28445,103,18.0,72,0.0,6,427.762841,2
8841,8841,2353.179121,0,66,11.0,73,0.0,1,501.153571,1
8843,8843,9171.000967,60433,77,0.0,64,0.0,2,369.6,2
8844,8844,7771.582097,28054,195,1.0,63,1.0,1,571.663256,2
8845,8845,2487.649473,38667,63,9.0,21,0.0,1,293.070538,2
8855,8855,4599.759229,79284,117,9.0,59,1.0,1,156.452827,2
8859,8859,36897.79765,0,133,0.0,59,0.0,2,638.4,2
8861,8861,5421.524497,25778,68,29.0,34,0.0,3,20.141289,2
8863,8863,7999.251628,0,107,13.0,17,0.0,5,513.6,2
8865,8865,4772.943848,20993,133,35.0,90,0.0,1,638.4,2
8867,8867,18534.61157,16154,62,31.0,45,1.0,2,91.355165,2
8869,8869,6554.390004,74424,81,26.0,74,0.0,9,388.8,1
8873,8873,6784.89369,0,64,7.0,5,1.0,2,460.8,2
8874,8874,12547.42888,32857,105,24.0,15,0.0,2,504.0,1
8875,8875,2495.464753,26689,64,34.0,23,0.0,1,424.711758,1
8877,8877,4411.65582,0,62,20.0,88,0.0,6,446.4,1
8879,8879,8396.327608,0,115,18.0,80,1.0,3,552.0,2
8882,8882,9082.833891,34430,117,16.0,51,0.0,8,232.875794,1
8885,8885,8428.471635,12180,113,17.0,62,0.0,3,675.569113,2
8886,8886,9095.049868,37937,116,11.0,42,0.0,5,556.8,1
8887,8887,3164.494011,0,83,20.0,32,0.0,1,398.4,1
8890,8890,7781.89849,57474,97,21.0,44,0.0,3,280.037716,2
8893,8893,2502.637401,0,66,8.0,11,0.0,1,3.468912,1
8894,8894,6692.143668,63221,168,28.0,49,0.0,1,806.4,2
8895,8895,4740.202507,0,72,4.0,61,1.0,4,518.4,1
8897,8897,5186.359717,0,73,27.0,95,1.0,6,194.944319,1
8898,8898,5142.04553,0,72,17.0,87,0.0,8,345.6,1
8899,8899,10598.54249,20179,133,29.0,0,1.0,5,638.4,2
8900,8900,2647.519741,37876,69,13.0,15,0.0,1,300.056383,2
8901,8901,8259.1108,20305,76,14.0,63,1.0,2,496.477418,2
8905,8905,2691.596929,33104,70,10.0,23,1.0,1,336.0,1
8911,8911,6106.468745,60234,152,14.0,98,0.0,1,136.217066,1
8916,8916,2917.539465,51622,74,29.0,32,0.0,1,355.2,1
8919,8919,4669.22664,76157,116,15.0,80,0.0,1,556.8,2
8922,8922,4743.615503,70082,119,17.0,23,0.0,1,571.2,2
8923,8923,3539.97159,0,99,13.0,87,0.0,1,1158.858027,1
8924,8924,3660.770258,64495,92,34.0,30,0.0,1,251.992083,1
8927,8927,11435.23124,12470,103,30.0,52,1.0,2,618.688651,1
8931,8931,5555.830205,74015,72,12.0,61,0.0,6,471.443077,2
8934,8934,6953.952351,43221,87,33.0,51,0.0,7,398.735257,2
8938,8938,11172.49931,14533,63,4.0,20,0.0,2,302.4,1
8940,8940,9597.474777,38736,81,7.0,35,0.0,2,561.414794,2
8942,8942,6861.745956,30816,87,10.0,43,0.0,4,237.57033,2
8943,8943,4703.71858,0,137,11.0,73,0.0,1,1554.089517,1
8945,8945,2308.648034,20811,61,33.0,61,0.0,1,292.8,1
8947,8947,5189.289582,82166,134,9.0,43,3.0,1,643.2,2
8948,8948,2671.166649,23305,68,25.0,26,0.0,1,127.157137,1
8952,8952,6104.849081,62455,77,27.0,85,1.0,5,338.144854,2
8953,8953,5503.440723,76839,68,12.0,85,0.0,3,326.4,2
8954,8954,5755.539367,97607,71,2.0,67,0.0,9,60.021023,1
8956,8956,7507.455372,60920,64,10.0,61,0.0,2,231.201886,2
8959,8959,4037.547258,21586,106,6.0,5,0.0,1,1056.291709,1
8961,8961,8041.20055,44986,101,14.0,83,0.0,3,624.023564,2
8962,8962,6405.738932,48131,82,6.0,86,0.0,3,393.6,1
8963,8963,10394.36269,22601,88,1.0,41,0.0,2,633.6,1
8964,8964,5994.255419,74284,74,27.0,5,0.0,3,268.130863,2
8967,8967,7200.664877,0,66,16.0,77,0.0,2,316.8,1
8968,8968,2458.562965,0,71,21.0,8,1.0,1,511.2,2
8970,8970,6366.225775,44368,80,5.0,72,0.0,3,384.0,1
8973,8973,2108.493744,0,61,8.0,91,0.0,1,351.85681,1
8974,8974,6896.088021,0,68,10.0,53,0.0,2,326.4,1
8975,8975,9726.551005,72236,80,2.0,29,0.0,2,518.064733,1
8976,8976,3878.770231,84981,96,6.0,96,0.0,1,4.719043,2
8977,8977,43290.49543,23203,132,21.0,71,0.0,2,1158.79311,1
8979,8979,10408.96865,20228,101,3.0,43,1.0,2,523.815839,2
8981,8981,7555.828789,0,114,19.0,50,0.0,3,820.8,2
8983,8983,3923.265453,0,108,2.0,38,0.0,1,912.581597,2
8984,8984,13466.92071,11432,119,11.0,9,0.0,2,571.2,2
8988,8988,13094.2046,37541,109,10.0,31,0.0,2,96.212835,1
8990,8990,8456.455313,89918,105,15.0,72,0.0,9,367.230882,1
8995,8995,11982.42085,42995,101,10.0,22,0.0,2,410.508316,2
9001,9001,8578.364528,78077,107,11.0,47,2.0,6,438.069458,1
9002,9002,7324.285428,0,104,10.0,74,0.0,7,1114.092784,1
9004,9004,3919.366722,66676,97,0.0,40,0.0,1,558.099357,1
9006,9006,11014.1636,67575,91,27.0,85,0.0,2,401.60781,2
9007,9007,8621.185568,0,87,12.0,12,1.0,2,417.6,2
9008,9008,5620.587184,21142,71,16.0,79,0.0,4,79.293115,2
9009,9009,3799.746262,0,102,1.0,99,0.0,1,489.6,1
9015,9015,7619.5158,64749,64,24.0,59,0.0,2,302.56519,2
9017,9017,2570.433324,44940,65,1.0,67,0.0,1,284.492531,2
9018,9018,9553.415528,0,146,20.0,14,0.0,4,1051.2,1
9021,9021,13979.09014,33617,117,6.0,12,0.0,2,761.722334,1
9023,9023,4355.702301,0,64,22.0,22,0.0,4,460.8,1
9027,9027,4605.87485,47481,116,20.0,39,0.0,1,556.8,1
9028,9028,13372.02426,88706,110,14.0,72,1.0,2,528.0,2
9031,9031,2704.537211,24173,70,16.0,96,0.0,1,181.468292,1
9032,9032,2461.797738,12222,67,8.0,70,1.0,1,321.6,1
9035,9035,3849.596697,0,106,10.0,32,0.0,1,763.2,1
9037,9037,8682.234653,10540,115,33.0,76,0.0,3,552.0,2
9038,9038,7529.863445,52774,66,16.0,26,4.0,2,78.452298,1
9041,9041,5038.979968,72919,130,20.0,22,5.0,1,936.0,2
9043,9043,10706.66957,55436,67,7.0,44,0.0,2,321.6,1
9047,9047,3237.996209,60244,83,3.0,72,3.0,1,326.281835,1
9048,9048,2601.468833,80584,65,33.0,17,0.0,1,312.0,1
9049,9049,4685.504251,77678,116,32.0,81,0.0,1,741.418485,1
9050,9050,2614.474305,65186,65,29.0,27,0.0,1,5.434505,2
9054,9054,2433.089468,0,71,31.0,79,0.0,1,493.055291,1
9055,9055,5575.198201,18892,73,33.0,76,0.0,5,106.814987,1
9056,9056,31221.7481,42780,113,10.0,27,1.0,2,542.4,1
9057,9057,6943.555989,25612,61,12.0,52,0.0,2,292.8,2
9061,9061,2732.652352,86650,69,7.0,64,2.0,1,323.865715,1
9062,9062,9696.548818,86830,123,18.0,5,0.0,3,480.533246,2
9065,9065,8123.955566,12617,108,5.0,43,0.0,8,648.925597,2
9068,9068,7519.029686,32397,190,14.0,95,0.0,1,334.626758,1
9070,9070,67907.2705,78310,192,34.0,18,1.0,2,151.711475,2
9071,9071,8696.907111,91423,109,3.0,71,1.0,5,435.796252,2
9073,9073,5165.810048,43461,64,24.0,47,0.0,6,307.2,2
9074,9074,7849.125533,54431,97,19.0,62,0.0,3,284.49502,2
9075,9075,5140.391812,26952,76,1.0,0,1.0,8,364.8,1
9079,9079,3861.486269,93272,95,3.0,54,0.0,1,281.110788,1
9081,9081,2441.394244,0,65,7.0,28,0.0,1,312.0,2
9082,9082,4549.337013,23650,61,5.0,10,2.0,3,14.095914,1
9086,9086,3344.809462,33243,85,13.0,19,0.0,1,24.555177,2
9087,9087,8793.521303,72897,73,26.0,96,0.0,2,507.709291,1
9088,9088,26570.34335,0,100,16.0,36,0.0,2,480.0,2
9090,9090,3347.028677,37138,85,4.0,13,0.0,1,612.0,2
9092,9092,3423.973171,29958,90,8.0,77,0.0,1,432.0,2
9093,9093,5553.756551,0,92,30.0,64,3.0,9,662.4,1
9094,9094,2721.585434,43278,68,10.0,10,0.0,1,326.4,1
9103,9103,24249.33685,33651,69,21.0,37,1.0,2,328.65413,2
9104,9104,6500.409697,0,61,13.0,37,0.0,2,292.8,1
9105,9105,13770.97618,59207,116,23.0,21,0.0,2,556.8,2
9107,9107,4892.617128,43199,61,23.0,31,0.0,3,334.007478,1
9109,9109,5388.023812,48895,68,16.0,27,0.0,7,325.009146,1
