,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
6787,27279.33647,76530,119,35.0,9,4.0,2,254.149197,2
6788,16272.74322,83589,103,27.0,65,0.0,2,366.0396,2
6789,11277.72488,98138,93,30.0,10,1.0,2,427.52731,2
6790,3343.933131,40794,87,6.0,87,0.0,1,334.452807,1
6791,4389.945709,0,118,10.0,69,1.0,1,670.656551,1
6792,15956.02945,36354,202,34.0,28,0.0,9,1454.4,1
6793,2570.162134,58498,67,6.0,1,3.0,1,321.6,1
6794,4277.27009,77265,107,23.0,9,0.0,1,513.6,2
6795,19964.39708,0,192,35.0,34,0.0,2,921.6,2
6796,4861.493017,12153,69,23.0,9,1.0,8,438.155584,2
6797,21112.53624,0,81,12.0,59,0.0,2,136.848554,2
6798,24138.05975,53691,67,13.0,48,0.0,2,175.97506,2
6799,4318.433036,17572,110,0.0,35,0.0,1,639.769748,2
6800,2555.51822,25385,65,1.0,96,0.0,1,458.804028,2
6801,2453.570794,29735,69,3.0,92,0.0,1,331.2,2
6802,4362.931238,58842,110,6.0,74,0.0,1,528.0,1
6803,2497.543631,15520,66,21.0,16,0.0,1,316.8,2
6804,4576.759564,48569,114,0.0,14,0.0,1,434.7579,1
6805,2416.542359,18944,63,20.0,64,0.0,1,125.274351,2
6806,26538.57925,94132,73,31.0,68,0.0,2,350.4,1
6807,3721.057118,71333,93,9.0,92,0.0,1,343.755209,2
6808,9156.322563,59624,117,23.0,44,0.0,3,582.781896,1
6809,3482.038245,0,96,31.0,85,0.0,1,726.132858,1
6810,22837.1392,89384,285,27.0,70,0.0,4,2052.0,2
6811,2491.317024,36631,62,30.0,77,0.0,1,67.530904,1
6812,18321.86647,21189,66,4.0,2,0.0,2,316.8,1
6813,2760.476712,79065,69,13.0,24,0.0,1,290.886242,1
6814,2946.153697,89270,74,17.0,90,0.0,1,316.599228,2
6815,2395.57,21986,63,1.0,9,0.0,1,333.696228,1
6816,5897.745369,39188,74,9.0,2,0.0,3,355.2,2
6817,2566.867823,25049,67,14.0,7,0.0,1,454.245098,2
6818,3858.867206,0,107,15.0,58,1.0,1,513.6,1
6819,2819.114769,88067,70,19.0,59,0.0,1,336.0,2
6820,2629.315549,0,71,0.0,44,0.0,1,340.8,1
6821,6945.016955,15850,61,28.0,14,0.0,2,314.528138,2
6822,7355.349908,51789,61,33.0,31,0.0,2,435.835125,1
6823,4813.284447,0,69,30.0,44,0.0,3,472.611522,2
6824,10080.37031,60944,130,10.0,38,2.0,4,623.505066,2
6825,8007.399376,0,112,12.0,93,0.0,3,537.6,1
6826,2518.112127,86617,63,9.0,10,0.0,1,188.325603,1
6827,3649.708655,0,100,31.0,80,0.0,1,480.0,1
6828,5918.330563,94846,73,15.0,68,0.0,7,305.031114,2
6829,18370.57004,49659,234,31.0,15,0.0,9,1684.8,1
6830,15613.95173,27514,197,12.0,97,0.0,8,1367.199081,1
6831,2619.337376,78618,66,7.0,56,0.0,1,225.578841,2
6832,7322.92885,80864,182,5.0,30,0.0,1,618.210272,2
6833,4270.034394,0,122,27.0,2,0.0,1,725.870693,1
6834,4031.104947,0,63,35.0,59,3.0,3,639.45899,2
6835,8087.219475,0,110,9.0,23,0.0,6,550.825934,2
6836,12157.32992,57449,103,6.0,28,0.0,2,494.4,2
6837,2545.220272,26746,66,20.0,41,0.0,1,165.75305,2
6838,8197.712164,56788,108,22.0,34,5.0,7,579.710188,1
6839,5223.429265,16513,71,23.0,37,0.0,6,340.8,2
6840,5100.088201,0,71,9.0,2,1.0,7,653.726919,1
6841,3939.00637,60021,99,12.0,28,0.0,1,882.871945,1
6842,4450.220503,26848,114,10.0,50,0.0,1,100.557495,1
6843,6470.535463,48638,82,16.0,29,0.0,3,183.104441,2
6844,7689.700105,42677,96,5.0,20,0.0,3,1084.95655,2
6845,7247.495684,0,96,31.0,64,1.0,3,460.8,2
6846,6047.02516,20396,76,15.0,60,1.0,4,364.8,2
6847,9378.634228,36067,117,30.0,78,0.0,3,561.6,1
6848,32961.15225,66014,102,34.0,11,0.0,2,459.966453,2
6849,2589.43003,49675,65,10.0,54,0.0,1,312.0,1
6850,19323.23675,0,139,24.0,3,1.0,2,1389.140121,1
6851,2610.369217,54737,66,3.0,86,0.0,1,391.970334,1
6852,2991.696011,0,80,9.0,96,0.0,1,576.0,2
6853,12992.27561,0,72,8.0,61,0.0,2,518.4,2
6854,8178.235107,29057,102,22.0,24,0.0,3,489.6,1
6855,2691.568951,77411,67,30.0,63,0.0,1,257.900458,1
6856,15481.25277,0,180,29.0,19,3.0,2,1296.0,1
6857,4630.363287,0,64,3.0,59,0.0,4,460.8,1
6858,5608.316348,67176,72,20.0,90,0.0,9,345.6,2
6859,2836.677371,61029,72,26.0,98,0.0,1,114.429816,1
6860,14932.09982,39049,63,30.0,34,0.0,2,294.75626,1
6861,8906.50609,0,118,28.0,33,0.0,3,566.4,2
6862,8044.511759,68849,67,9.0,67,0.0,2,252.699037,1
6863,8024.89992,0,119,6.0,48,1.0,8,856.8,1
6864,7079.170237,24450,90,4.0,65,0.0,4,250.959093,2
6865,8962.795984,97924,74,4.0,26,0.0,2,355.2,2
6866,8660.838974,79674,107,29.0,50,0.0,3,9.275859,2
6867,8096.312478,85483,67,8.0,15,0.0,2,314.143133,2
6868,3226.850118,83252,80,4.0,98,0.0,1,384.0,1
6869,13869.92705,28432,118,1.0,59,0.0,2,612.300581,1
6870,3267.709691,28729,90,26.0,19,3.0,1,338.744392,1
6871,7449.855125,0,206,7.0,82,0.0,1,1483.2,2
6872,2498.35063,31357,63,2.0,88,0.0,1,2.016239,2
6873,2837.163399,29242,73,26.0,23,0.0,1,350.4,2
6874,2443.665166,92834,61,15.0,56,0.0,1,292.8,2
6875,7007.274228,0,101,12.0,12,0.0,6,973.787176,2
6876,8065.234637,29692,77,3.0,53,0.0,2,449.352139,2
6877,2748.800067,56900,68,11.0,34,0.0,1,304.115627,1
6878,3633.05403,43334,95,3.0,72,2.0,1,614.367195,2
6879,14718.11779,56263,93,27.0,31,0.0,2,446.4,2
6880,5598.00838,51737,71,13.0,55,0.0,6,430.163277,1
6881,4069.776372,0,117,0.0,42,0.0,1,609.801279,1
6882,3087.432549,67591,77,2.0,78,0.0,1,198.080417,1
6883,4991.47197,12608,66,23.0,72,1.0,3,214.866605,1
6884,4090.750678,38884,102,4.0,87,0.0,1,423.819864,1
6885,5824.817366,40964,74,7.0,57,0.0,8,355.2,1
6886,11131.56637,0,99,26.0,60,0.0,2,475.2,1
6887,4298.378567,31414,116,0.0,68,4.0,1,556.8,2
6888,8936.823519,37520,74,21.0,30,0.0,2,163.576763,1
6889,5191.446028,86451,65,0.0,99,0.0,3,7.793078,2
6890,2436.005997,87462,61,0.0,79,1.0,1,51.294615,1
6891,7188.292633,13542,94,5.0,35,0.0,8,451.2,1
6892,4908.207958,33305,62,3.0,12,0.0,5,353.77899,2
6893,4880.339614,97984,61,1.0,36,1.0,5,407.450118,1
6894,2876.822941,40171,73,8.0,78,0.0,1,350.4,2
6895,8382.478392,25998,71,16.0,38,0.0,2,791.878042,1
6896,9060.204521,57078,113,26.0,13,1.0,8,542.4,1
6897,15114.40241,28513,100,4.0,22,1.0,2,480.0,1
6898,3792.829528,0,104,23.0,76,0.0,1,748.8,1
6899,3728.874098,0,69,21.0,54,5.0,3,496.8,2
6900,12052.98409,25419,101,13.0,18,0.0,2,584.567645,1
6901,5391.970996,41662,69,27.0,73,0.0,6,217.973168,2
6902,5181.620895,97131,64,5.0,80,0.0,6,307.2,2
6903,5969.55297,97431,74,1.0,72,0.0,3,355.2,1
6904,5498.940679,22520,73,17.0,64,0.0,3,350.4,2
6905,2876.775085,0,84,4.0,29,0.0,1,849.011958,2
6906,8873.525122,53503,114,3.0,43,0.0,7,547.2,2
6907,11981.98481,21514,62,0.0,59,0.0,2,257.248789,1
6908,13897.38856,24378,188,18.0,34,0.0,5,902.4,2
6909,5386.969384,93893,67,16.0,70,0.0,8,98.66095,2
6910,4928.648668,52507,123,23.0,55,0.0,1,590.4,2
6911,5470.060561,54507,138,20.0,11,0.0,1,702.990032,2
6912,4904.894731,12902,139,3.0,51,0.0,1,667.2,2
6913,2897.494724,0,77,19.0,17,0.0,1,554.4,2
6914,8186.095915,43877,102,26.0,77,0.0,4,414.713588,1
6915,5205.024842,32946,66,13.0,7,0.0,6,316.8,1
6916,9336.336922,70177,115,12.0,34,0.0,8,225.517666,1
6917,6997.008618,55873,88,30.0,19,0.0,6,299.356083,1
6918,2735.469265,96314,69,2.0,76,0.0,1,296.995798,2
6919,8262.629249,0,113,25.0,55,0.0,3,813.6,1
6920,58753.88046,24964,185,0.0,84,0.0,2,888.0,1
6921,6906.201903,13432,92,5.0,82,0.0,8,610.567945,2
6922,5119.414293,40169,65,1.0,47,1.0,3,302.818833,1
6923,2511.697993,14906,66,31.0,0,0.0,1,421.632668,2
6924,10369.3874,0,69,35.0,50,0.0,2,454.3585,2
6925,7680.748159,66795,64,14.0,71,0.0,2,238.032027,1
6926,5595.835041,79189,69,6.0,97,0.0,4,331.2,1
6927,5532.462342,29084,71,14.0,59,1.0,3,492.088331,2
6928,4814.350556,0,67,17.0,4,0.0,4,482.4,2
6929,12584.00638,83013,103,2.0,75,0.0,2,155.125923,2
6930,20101.65141,23638,102,32.0,62,0.0,2,489.6,1
6931,3979.388247,0,112,11.0,3,0.0,1,806.4,2
6932,2489.16729,47888,64,23.0,16,1.0,1,545.083116,1
6933,8707.619537,57107,110,27.0,84,3.0,7,528.0,1
6934,4196.689511,0,114,19.0,77,0.0,1,1182.289213,1
6935,4784.416267,0,68,16.0,81,0.0,6,326.4,1
6936,6282.317743,0,172,23.0,6,0.0,1,141.460349,1
6937,5205.751205,25237,69,23.0,52,0.0,9,378.345883,1
6938,13024.13012,0,125,6.0,61,0.0,2,900.0,1
6939,13306.18451,39017,170,10.0,4,2.0,3,592.85751,1
6940,4529.976333,0,65,7.0,67,0.0,7,438.369382,2
6941,9449.745947,0,63,11.0,20,0.0,2,117.744416,2
6942,14510.44376,41433,183,24.0,40,0.0,9,1317.6,2
6943,8575.961719,39946,218,23.0,99,0.0,1,1046.4,2
6944,8059.893671,72309,68,3.0,51,0.0,2,244.727144,2
6945,2732.613084,42968,69,15.0,85,0.0,1,331.2,2
6946,2649.658715,0,73,3.0,93,0.0,1,350.4,2
6947,6438.995346,19831,83,8.0,88,0.0,7,398.4,2
6948,6775.924167,27354,86,2.0,13,1.0,7,412.8,2
6949,4254.620669,11904,61,34.0,11,2.0,3,292.8,2
6950,12898.59142,37449,111,18.0,69,1.0,2,170.559281,2
6951,2743.553584,95782,68,6.0,22,1.0,1,247.847239,2
6952,6803.596768,43758,171,16.0,29,0.0,1,1129.929433,2
6953,4729.970205,0,124,13.0,31,0.0,1,630.85509,1
6954,2586.807171,0,71,23.0,84,0.0,1,191.640085,2
6955,6331.338496,0,87,3.0,82,0.0,3,94.714302,2
6956,14002.75508,61225,117,3.0,0,0.0,2,442.374873,2
6957,8427.172486,46503,215,4.0,21,1.0,1,1032.0,2
6958,2448.859093,0,68,35.0,52,0.0,1,489.6,1
6959,7944.973807,0,113,10.0,97,0.0,9,542.4,2
6960,9402.729769,0,130,28.0,88,0.0,4,936.0,2
6961,6005.847375,13528,86,21.0,35,0.0,3,412.8,2
6962,2465.616631,51641,63,8.0,80,1.0,1,137.091494,1
6963,6190.316839,25743,79,13.0,63,0.0,8,596.2476,1
6964,2452.360892,0,69,13.0,75,0.0,1,496.8,1
6965,5015.009472,48567,130,12.0,15,0.0,1,624.0,2
6966,4766.645359,70432,61,16.0,49,3.0,4,6.422285,2
6967,2471.528431,95697,61,16.0,55,0.0,1,114.273025,1
6968,18943.26899,58851,79,11.0,33,1.0,2,494.187643,1
6969,5553.295758,68197,69,1.0,81,0.0,3,176.819414,1
6970,2449.789611,44662,63,3.0,51,1.0,1,165.098152,2
6971,4471.778239,0,135,8.0,14,0.0,1,972.0,1
6972,7425.269244,36259,63,14.0,60,0.0,2,302.4,2
6973,5195.824739,69488,68,13.0,25,3.0,3,326.4,1
6974,2413.93064,12495,65,32.0,62,0.0,1,312.0,1
6975,2814.438036,30703,70,15.0,58,0.0,1,336.0,1
6976,6746.434272,70328,84,11.0,32,0.0,6,293.227028,2
6977,5323.267311,55289,67,10.0,71,0.0,3,134.124254,2
6978,7662.429999,0,73,28.0,19,0.0,2,525.6,2
6979,3981.775889,52801,100,21.0,78,0.0,1,475.20088,2
6980,11009.13049,51643,283,16.0,43,0.0,1,1358.4,1
6981,49423.79557,85058,137,34.0,82,0.0,2,595.369784,1
6982,9591.232645,54538,119,32.0,63,0.0,6,507.799325,2
6983,8539.826923,55478,71,7.0,1,0.0,2,339.399593,2
6984,3600.934326,25147,101,7.0,54,0.0,1,694.598288,2
6985,2698.048753,40154,67,24.0,17,0.0,1,360.670642,1
6986,5734.598243,98132,71,10.0,61,0.0,3,50.587035,1
6987,15531.78589,95340,198,5.0,84,2.0,3,808.844338,2
6988,4177.288153,44222,104,19.0,3,0.0,1,413.196371,1
6989,3123.080994,0,101,1.0,83,4.0,1,960.115399,2
6990,2574.020376,34990,65,23.0,73,0.0,1,42.689135,1
6991,9075.768214,37722,116,8.0,23,0.0,8,158.077504,1
6992,3985.319833,17220,105,10.0,24,0.0,1,504.0,1
6993,5274.20076,10629,74,17.0,15,0.0,8,532.8,2
6994,3497.483075,63189,88,16.0,95,0.0,1,569.124597,1
6995,10110.76997,76276,86,24.0,19,0.0,2,93.309811,2
6996,2983.110414,0,91,3.0,57,0.0,1,436.8,1
6997,15978.91049,33871,136,2.0,23,0.0,2,933.624655,1
6998,4956.620638,31562,66,9.0,5,4.0,7,316.8,2
6999,7179.22522,23179,91,11.0,79,0.0,9,436.8,2
7000,4872.577302,0,135,32.0,33,0.0,1,648.0,1
7001,13367.86562,57335,67,22.0,18,0.0,2,407.887715,1
7002,11029.92619,37056,92,12.0,7,0.0,2,441.6,1
7003,4433.97368,50653,110,29.0,42,0.0,1,262.865172,2
7004,4413.285858,37697,112,35.0,8,0.0,1,38.403843,1
7005,6301.102478,47622,80,15.0,13,0.0,7,305.544034,1
7006,6478.801192,50864,83,18.0,86,1.0,4,158.362972,2
7007,25107.09812,24410,73,5.0,51,0.0,2,350.4,2
7008,7092.635635,35173,180,24.0,9,2.0,1,415.331869,1
7009,7707.806541,0,113,0.0,11,0.0,3,542.4,2
7010,4185.757242,0,64,0.0,56,0.0,3,492.644465,2
7011,2275.363967,0,64,11.0,85,0.0,1,662.69318,1
7012,15552.39651,0,64,2.0,99,0.0,2,307.2,1
7013,2893.739608,82611,74,23.0,87,1.0,1,355.2,1
7014,5923.117229,92163,73,3.0,79,0.0,6,66.568642,2
7015,2810.464447,26790,71,4.0,41,0.0,1,340.8,2
7016,2363.295991,27839,65,20.0,54,5.0,1,312.0,2
7017,24660.48825,22070,72,25.0,33,0.0,2,345.6,2
7018,4016.132772,10074,107,33.0,42,0.0,1,108.995934,1
7019,11923.75365,24581,101,2.0,86,0.0,2,484.8,1
7020,5124.218174,73740,64,23.0,3,0.0,3,229.272206,1
7021,2572.452634,72685,68,20.0,97,5.0,1,14.464783,2
7022,4386.277558,10621,67,28.0,22,0.0,5,321.6,2
7023,7840.165778,58414,210,7.0,24,2.0,1,1008.0,1
7024,7194.233091,0,71,22.0,0,0.0,2,599.375099,1
7025,5418.152088,57587,68,4.0,83,0.0,7,257.090387,2
7026,19378.9078,21159,73,35.0,14,0.0,2,350.4,2
7027,19160.98994,22705,239,19.0,59,0.0,7,1294.700423,2
7028,12902.09322,98478,106,21.0,80,0.0,2,508.8,1
7029,3176.356488,64706,81,5.0,3,0.0,1,372.909686,1
7030,15266.48446,25852,135,29.0,71,1.0,2,648.0,2
7031,13770.97618,59207,116,23.0,21,0.0,2,556.8,2
7032,4714.044733,46097,61,9.0,73,4.0,3,197.074966,1
7033,5010.917847,45867,126,31.0,12,0.0,1,604.8,2
7034,2607.81554,0,70,26.0,44,1.0,1,336.0,1
7035,11638.89947,25370,102,10.0,77,0.0,2,489.6,1
7036,5479.555081,56005,68,31.0,30,1.0,3,326.4,1
7037,8456.722498,84574,70,13.0,75,0.0,2,167.459769,1
7038,7891.584409,28422,68,5.0,63,1.0,2,453.909559,1
7039,5015.009472,48567,130,12.0,15,0.0,1,624.0,2
7040,7487.744636,0,72,15.0,70,0.0,2,693.084662,2
7041,2386.201293,70911,63,20.0,13,3.0,1,302.4,2
7042,10487.74332,30658,89,6.0,67,0.0,2,441.757585,2
7043,21283.6362,0,63,24.0,89,0.0,2,302.4,2
7044,4770.73904,28666,64,23.0,81,0.0,8,307.2,2
7045,9047.119209,0,127,30.0,11,0.0,6,1087.995426,1
7046,3934.712712,84229,98,25.0,20,0.0,1,470.4,1
7047,7583.56435,81568,186,0.0,73,0.0,1,737.442295,2
7048,16473.16905,22828,106,11.0,54,0.0,2,508.8,2
7049,2980.010499,13535,80,7.0,53,1.0,1,384.0,2
7050,7082.830426,53310,189,26.0,33,3.0,1,1360.8,1
7051,8002.308333,0,107,3.0,65,0.0,3,513.6,1
7052,5577.237773,77265,69,25.0,10,0.0,3,170.689399,1
7053,6066.115969,32627,76,11.0,60,0.0,7,380.036697,2
7054,8621.172176,81947,71,12.0,78,0.0,2,203.993499,1
7055,3314.55133,63583,83,15.0,8,0.0,1,167.39959,1
7056,3439.089657,98278,85,26.0,60,0.0,1,367.577872,2
7057,2809.766683,74713,70,20.0,67,0.0,1,336.0,2
7058,8656.396659,83365,109,27.0,7,1.0,4,523.2,2
7059,7381.914168,54878,96,5.0,11,3.0,9,204.953947,2
7060,19644.76296,67326,69,17.0,32,0.0,2,331.2,2
7061,6298.177143,89411,78,14.0,99,0.0,4,116.237322,2
7062,5016.144667,49367,63,16.0,40,0.0,9,69.230355,1
7063,5093.007525,29638,64,19.0,16,0.0,8,307.2,1
7064,5553.18672,33255,138,0.0,20,0.0,1,662.4,2
7065,5705.547071,76522,71,31.0,71,0.0,6,340.8,1
7066,5593.434009,96406,69,16.0,64,0.0,8,331.2,1
7067,8496.358981,88895,106,0.0,87,0.0,8,209.863509,1
7068,5138.244998,72264,64,2.0,66,0.0,9,272.649844,1
7069,3933.813993,25927,103,6.0,20,0.0,1,674.973614,1
7070,8214.602384,73245,68,33.0,48,0.0,2,305.121363,1
7071,2229.361773,0,61,27.0,57,0.0,1,292.8,2
7072,9670.181104,20942,84,12.0,59,0.0,2,403.2,1
7073,8874.551335,84731,110,11.0,32,1.0,7,226.738219,1
7074,2681.332102,0,71,2.0,94,1.0,1,340.8,2
7075,8622.835375,97361,73,6.0,85,0.0,2,350.4,2
7076,4504.16329,0,62,18.0,75,0.0,3,135.851316,1
7077,22332.43946,49078,97,10.0,3,0.0,2,484.013411,1
7078,11269.23099,65448,94,28.0,66,0.0,2,451.2,1
7079,7050.972166,39040,174,4.0,34,0.0,1,835.2,2
7080,2885.002508,77748,72,1.0,51,0.0,1,7.214579,1
7081,5174.689686,55290,65,26.0,33,0.0,4,13.874775,1
7082,5896.536531,39293,74,17.0,48,0.0,6,352.740946,1
7083,2590.321715,53304,65,14.0,82,0.0,1,116.322725,2
7084,4063.331688,46928,102,31.0,15,1.0,1,631.402071,1
7085,29194.36639,35296,126,19.0,11,0.0,2,452.616872,1
7086,4471.747876,0,68,35.0,98,2.0,9,489.6,2
7087,4157.698118,0,110,4.0,61,0.0,1,528.0,2
7088,15506.9278,99159,190,7.0,14,0.0,5,912.0,1
7089,8579.889155,21829,111,6.0,59,0.0,3,532.8,1
7090,4720.608872,26277,61,17.0,30,0.0,4,292.8,2
7091,4755.762589,72193,118,1.0,46,0.0,1,552.646907,2
7092,9011.764865,63885,114,0.0,17,0.0,8,86.477384,1
7093,13117.52215,84311,111,11.0,98,4.0,2,532.8,2
7094,9575.357152,0,134,13.0,11,0.0,6,643.2,2
7095,5054.780543,79297,64,34.0,64,0.0,6,72.760316,2
7096,10179.71704,14290,271,20.0,40,0.0,1,1300.8,1
7097,8478.278069,53234,109,27.0,37,0.0,7,1212.988796,1
7098,5619.649515,41878,71,5.0,15,0.0,8,161.695519,2
7099,10781.61334,73026,67,29.0,81,0.0,2,321.6,1
7100,8427.172486,46503,215,4.0,21,1.0,1,1032.0,2
7101,12427.39371,15818,107,24.0,99,0.0,2,333.886816,2
7102,7693.119768,54665,97,0.0,60,1.0,3,99.810799,1
7103,5389.499465,66429,136,35.0,93,0.0,1,57.712985,1
7104,12168.74492,14973,115,2.0,75,0.0,2,828.0,2
7105,3023.887488,28383,81,11.0,20,0.0,1,258.109435,1
7106,7517.378484,37695,96,17.0,3,0.0,3,460.8,1
7107,14019.97546,36733,71,21.0,28,0.0,2,327.078047,2
7108,10758.65568,19382,94,31.0,18,0.0,2,676.8,1
7109,4811.184482,0,136,11.0,30,1.0,1,569.908338,1
7110,8630.696198,0,122,19.0,72,2.0,3,585.6,1
7111,3087.249746,41273,77,16.0,19,0.0,1,221.226696,1
7112,5642.747998,68654,71,32.0,21,2.0,9,208.048487,2
7113,4173.140695,0,117,10.0,37,0.0,1,842.4,2
7114,2500.837384,56172,64,0.0,74,0.0,1,307.2,2
7115,14754.35923,26486,128,18.0,5,1.0,2,614.4,2
7116,4330.769101,39660,107,3.0,46,0.0,1,416.8496,2
7117,4731.844073,0,64,14.0,92,0.0,7,307.2,1
7118,6862.866306,56779,86,21.0,16,0.0,3,435.388932,1
7119,5200.076742,90167,131,31.0,42,0.0,1,523.733793,2
7120,5123.170887,89879,63,17.0,20,0.0,3,94.030308,1
7121,5764.648599,21195,72,23.0,10,0.0,9,345.6,2
7122,2821.352024,73339,71,0.0,61,0.0,1,244.401453,1
7123,13883.32934,0,197,3.0,85,0.0,9,1418.4,2
7124,5907.91176,87796,74,23.0,10,0.0,4,355.2,2
7125,26197.41498,18495,113,10.0,15,0.0,2,542.4,1
7126,21886.19626,43000,109,27.0,9,0.0,2,676.808053,2
7127,2872.051273,57749,74,31.0,21,0.0,1,355.2,2
7128,3818.468252,25221,103,10.0,41,5.0,1,616.005527,1
7129,4803.24007,37313,62,34.0,39,0.0,6,246.57631,1
7130,7334.915821,30969,63,26.0,79,1.0,2,358.225234,1
7131,9816.528302,37256,62,15.0,7,0.0,2,128.969729,1
7132,7403.447336,19064,98,23.0,35,1.0,7,136.248799,2
7133,4529.072491,94757,112,0.0,25,0.0,1,5.453269,2
7134,10425.98532,68563,131,6.0,44,1.0,3,350.097052,1
7135,5104.354719,77025,64,18.0,44,2.0,3,380.917107,1
7136,3571.346578,0,96,19.0,30,0.0,1,438.661509,1
7137,3372.420457,93489,84,16.0,72,0.0,1,104.280764,2
7138,2655.996158,31796,68,27.0,16,0.0,1,377.442796,2
7139,2721.589169,97719,67,6.0,82,0.0,1,318.660896,2
7140,2846.24535,28919,72,18.0,11,0.0,1,518.4,2
7141,9429.629367,43811,117,24.0,10,0.0,4,571.136574,1
7142,7821.945982,0,114,27.0,39,0.0,4,914.31553,1
7143,6940.069184,0,62,31.0,30,1.0,2,297.6,1
7144,5201.252168,0,69,1.0,79,0.0,4,331.2,1
7145,13350.1209,28919,173,5.0,88,0.0,3,830.4,1
7146,5551.394979,56872,69,20.0,99,0.0,9,192.879457,1
7147,3303.090814,29385,88,18.0,8,2.0,1,422.4,2
7148,17484.53438,78362,73,16.0,66,0.0,2,525.6,1
7149,7613.049819,24982,109,20.0,52,4.0,7,523.2,2
7150,10215.77915,18150,67,17.0,34,0.0,2,220.304649,1
7151,2840.85429,0,74,17.0,73,0.0,1,402.449823,2
7152,2515.411468,39718,65,1.0,55,2.0,1,366.531664,1
7153,5595.971365,19651,72,3.0,68,0.0,5,345.6,1
7154,2451.752695,26840,64,1.0,47,2.0,1,307.2,2
7155,3745.374656,59732,94,0.0,54,0.0,1,135.626867,1
7156,11820.1098,86801,98,5.0,20,0.0,2,371.108203,2
7157,7035.974353,86642,87,14.0,12,0.0,9,234.057985,1
7158,22425.25604,22537,64,24.0,87,1.0,2,307.2,2
7159,7873.708219,22355,71,27.0,9,3.0,2,340.8,2
7160,3241.588659,89196,81,17.0,52,0.0,1,41.182611,1
7161,2574.020376,34990,65,23.0,73,0.0,1,42.689135,1
7162,9332.494982,58007,81,23.0,71,0.0,2,518.346912,2
7163,5058.927182,0,134,32.0,27,0.0,1,643.2,2
7164,2529.077508,89129,64,24.0,93,0.0,1,328.870868,2
7165,15923.95503,64429,133,1.0,58,2.0,2,222.080015,1
7166,7078.948599,23222,90,10.0,66,0.0,4,252.938842,1
7167,2902.622439,23893,73,19.0,21,0.0,1,186.292275,1
7168,10339.59799,67134,131,5.0,63,1.0,6,277.448968,2
7169,9753.307106,17514,127,2.0,5,0.0,3,8.312729,2
7170,7429.079194,0,101,6.0,43,0.0,9,549.692452,2
7171,14024.35839,81872,115,10.0,55,0.0,2,256.43803,2
7172,8404.395122,48315,71,34.0,56,0.0,2,340.8,1
7173,5507.155471,74960,69,11.0,44,1.0,3,107.985836,2
7174,4122.569957,75272,103,22.0,10,0.0,1,71.647924,2
7175,2821.002026,0,77,32.0,0,0.0,1,436.369797,1
7176,10213.99111,60078,127,23.0,60,0.0,3,140.819942,1
7177,4018.88493,0,112,26.0,27,0.0,1,544.250322,1
7178,3761.792015,0,106,25.0,47,1.0,1,1116.943654,1
7179,39769.55524,16645,117,19.0,92,0.0,2,696.9628,1
7180,8456.268179,0,90,14.0,16,3.0,2,648.0,1
7181,17817.46464,0,68,4.0,71,0.0,2,256.916302,2
7182,21569.33731,23909,119,21.0,86,0.0,2,571.2,2
7183,13869.92705,28432,118,1.0,59,0.0,2,612.300581,1
7184,14514.00519,88753,181,6.0,21,0.0,3,868.8,2
7185,20998.25947,71663,74,23.0,22,0.0,2,84.494022,1
7186,11430.58845,93210,71,35.0,62,0.0,2,74.523935,1
7187,5564.957596,46507,73,17.0,32,4.0,3,325.569334,1
7188,8719.125849,0,116,7.0,73,1.0,7,556.8,2
7189,26416.25478,85537,108,4.0,91,0.0,2,285.276083,1
7190,3663.740198,61894,91,3.0,21,0.0,1,436.8,1
7191,3572.49065,56768,92,11.0,57,0.0,1,441.6,1
7192,5548.031892,67798,69,1.0,78,0.0,9,331.2,1
7193,7269.338677,20407,95,33.0,6,2.0,8,36.97749,1
7194,8535.108918,55790,111,4.0,40,0.0,9,117.672722,2
7195,7511.660568,0,70,9.0,96,0.0,2,340.201412,1
7196,7373.225991,44938,183,7.0,37,0.0,1,2069.309854,1
7197,4272.585137,81132,107,19.0,52,0.0,1,419.105559,2
7198,6032.737631,0,86,4.0,56,0.0,8,412.8,2
7199,4757.242856,67486,118,3.0,26,0.0,1,529.493769,2
7200,2448.646138,0,69,7.0,68,0.0,1,331.2,2
7201,9420.965855,47048,118,0.0,37,0.0,3,566.4,2
7202,2397.036098,22283,65,16.0,93,0.0,1,572.072106,1
7203,5322.291688,33681,138,13.0,21,1.0,1,873.127345,1
7204,5697.175238,27048,72,5.0,85,0.0,4,345.6,1
7205,4633.550875,29105,117,28.0,31,0.0,1,272.612048,2
7206,5515.41017,0,79,5.0,62,0.0,7,379.2,2
7207,2874.074736,44084,72,26.0,87,0.0,1,243.598068,2
7208,19896.42226,60420,248,8.0,74,0.0,8,632.944366,1
7209,3214.979402,53984,80,15.0,62,0.0,1,421.484456,2
7210,2677.223462,56536,67,10.0,63,0.0,1,301.891189,1
7211,4118.588554,69379,103,14.0,79,0.0,1,494.4,1
7212,16979.79757,35095,73,25.0,56,0.0,2,525.6,1
7213,3649.194138,0,104,1.0,50,0.0,1,748.8,1
7214,5363.076547,36357,68,28.0,96,0.0,6,17.269323,2
7215,4721.659016,0,67,20.0,38,0.0,8,482.4,2
7216,10720.41744,34837,139,4.0,2,1.0,4,667.2,2
