,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
7519,EU19773,Arizona,8578.364528,No,Premium,High School or Below,2011-01-19,Employed,F,78077,Urban,Married,107,11.0,47,2.0,6,Personal Auto,Personal L3,Offer2,Branch,438.069458,Four-Door Car,Medsize,1
7520,FI11096,Arizona,7324.285428,No,Basic,High School or Below,2011-01-08,Unemployed,F,0,Suburban,Single,104,10.0,74,0.0,7,Special Auto,Special L1,Offer2,Branch,1114.092784,SUV,Small,1
7521,XM72420,Arizona,3919.366722,Yes,Extended,High School or Below,2011-01-05,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L2,Offer3,Agent,558.099357,Four-Door Car,Small,1
7522,XE39286,Arizona,9778.733613,No,Extended,Bachelor,2011-01-03,Employed,F,99364,Suburban,Married,121,3.0,37,0.0,5,Personal Auto,Personal L2,Offer4,Web,580.8,Sports Car,Small,1
7523,IB41597,California,11014.1636,No,Extended,College,2011-02-12,Employed,F,67575,Urban,Married,91,27.0,85,0.0,2,Personal Auto,Personal L3,Offer1,Agent,401.60781,Four-Door Car,Medsize,2
7524,WY17451,Oregon,8621.185568,No,Extended,College,2011-02-24,Unemployed,F,0,Suburban,Single,87,12.0,12,1.0,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize,2
7525,IW31117,California,5620.587184,No,Basic,Doctor,2011-02-16,Employed,M,21142,Rural,Single,71,16.0,79,0.0,4,Personal Auto,Personal L2,Offer1,Agent,79.293115,Two-Door Car,Large,2
7526,RC22595,Arizona,3799.746262,No,Premium,College,2011-01-11,Unemployed,F,0,Suburban,Married,102,1.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Large,1
7527,CY80935,Oregon,14748.92373,No,Extended,High School or Below,2011-02-11,Employed,M,31226,Suburban,Married,93,31.0,68,0.0,2,Personal Auto,Personal L2,Offer1,Agent,446.4,Four-Door Car,Medsize,2
7528,WX65636,Arizona,26462.75908,No,Extended,Bachelor,2011-02-11,Unemployed,F,0,Suburban,Single,82,15.0,88,2.0,2,Corporate Auto,Corporate L2,Offer1,Agent,511.320391,Four-Door Car,Medsize,2
7529,AP67935,California,7619.5158,No,Basic,College,2011-02-13,Employed,M,64749,Urban,Married,64,24.0,59,0.0,2,Special Auto,Special L2,Offer2,Branch,302.56519,Four-Door Car,Medsize,2
7530,EL92515,Oregon,11211.59027,No,Extended,College,2011-01-27,Employed,F,41121,Suburban,Divorced,94,20.0,56,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,451.2,Four-Door Car,Medsize,1
7531,IW21434,Oregon,2570.433324,No,Basic,Bachelor,2011-02-12,Employed,F,44940,Urban,Single,65,1.0,67,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,284.492531,Four-Door Car,Medsize,2
7532,IB42395,Nevada,9553.415528,No,Premium,College,2011-01-18,Unemployed,M,0,Suburban,Single,146,20.0,14,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,1051.2,SUV,Medsize,1
7533,OM73267,California,5229.445752,No,Basic,High School or Below,2011-01-11,Employed,F,69545,Suburban,Married,65,17.0,97,0.0,8,Corporate Auto,Corporate L3,Offer1,Call Center,312.0,Four-Door Car,Medsize,1
7534,XY80192,Oregon,13979.09014,No,Premium,High School or Below,2011-01-31,Employed,M,33617,Suburban,Married,117,6.0,12,0.0,2,Personal Auto,Personal L3,Offer1,Agent,761.722334,Four-Door Car,Medsize,1
7535,FM67585,California,5890.528762,No,Basic,High School or Below,2011-01-15,Employed,M,76875,Rural,Married,73,21.0,4,0.0,9,Personal Auto,Personal L3,Offer3,Agent,17.375878,Four-Door Car,Medsize,1
7536,GV47847,California,4355.702301,No,Basic,High School or Below,2011-01-02,Unemployed,M,0,Suburban,Single,64,22.0,22,0.0,4,Personal Auto,Personal L2,Offer4,Branch,460.8,Two-Door Car,Medsize,1
7537,UD20999,California,2537.667511,No,Basic,Master,2011-02-22,Unemployed,M,0,Suburban,Married,68,32.0,28,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,326.4,Four-Door Car,Medsize,2
7538,RZ14993,California,11572.10339,No,Premium,High School or Below,2011-01-29,Unemployed,F,0,Suburban,Single,166,4.0,49,0.0,4,Special Auto,Special L3,Offer1,Agent,1195.2,Sports Car,Medsize,1
7539,WP19664,Arizona,4605.87485,No,Basic,College,2011-01-09,Employed,M,47481,Suburban,Married,116,20.0,39,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,556.8,SUV,Medsize,1
7540,HR42454,Washington,13372.02426,No,Premium,High School or Below,2011-02-25,Employed,F,88706,Suburban,Married,110,14.0,72,1.0,2,Corporate Auto,Corporate L3,Offer3,Branch,528.0,Two-Door Car,Small,2
7541,OY92520,California,7264.803903,No,Extended,Bachelor,2011-02-28,Medical Leave,F,12075,Suburban,Married,94,16.0,23,0.0,5,Personal Auto,Personal L2,Offer1,Branch,451.2,Four-Door Car,Medsize,2
7542,SD75391,California,2704.537211,No,Basic,Master,2011-01-24,Retired,F,24173,Urban,Married,70,16.0,96,0.0,1,Personal Auto,Personal L2,Offer3,Web,181.468292,Four-Door Car,Medsize,1
7543,SW88021,California,2461.797738,No,Basic,Bachelor,2011-01-21,Medical Leave,F,12222,Suburban,Married,67,8.0,70,1.0,1,Corporate Auto,Corporate L3,Offer3,Agent,321.6,Two-Door Car,Medsize,1
7544,YV40022,California,9807.829589,No,Extended,College,2011-01-18,Unemployed,F,0,Suburban,Married,135,18.0,48,0.0,4,Personal Auto,Personal L3,Offer1,Branch,970.456654,Sports Car,Medsize,1
7545,KN25124,Oregon,2456.816647,No,Basic,Master,2011-01-09,Employed,F,50979,Urban,Married,61,25.0,45,1.0,1,Personal Auto,Personal L2,Offer1,Branch,262.842655,Two-Door Car,Medsize,1
7546,HB53755,Oregon,3849.596697,No,Basic,High School or Below,2011-01-26,Unemployed,F,0,Suburban,Single,106,10.0,32,0.0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,Sports Car,Medsize,1
7547,LO14518,California,6376.754915,No,Extended,Bachelor,2011-02-15,Employed,M,27835,Suburban,Divorced,81,18.0,46,0.0,3,Personal Auto,Personal L1,Offer1,Branch,529.45565,Two-Door Car,Medsize,2
7548,QZ83992,California,8682.234653,No,Basic,College,2011-02-24,Medical Leave,M,10540,Suburban,Married,115,33.0,76,0.0,3,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize,2
7549,RS53995,California,7529.863445,No,Basic,College,2011-01-17,Employed,M,52774,Rural,Married,66,16.0,26,4.0,2,Corporate Auto,Corporate L1,Offer2,Web,78.452298,Two-Door Car,Large,1
7550,QK62680,Oregon,9393.968332,No,Premium,Master,2011-01-25,Employed,F,39770,Suburban,Married,117,11.0,37,0.0,3,Personal Auto,Personal L3,Offer3,Agent,561.6,Two-Door Car,Medsize,1
7551,UL90124,Oregon,5038.979968,No,Extended,High School or Below,2011-02-21,Employed,F,72919,Suburban,Married,130,20.0,22,5.0,1,Personal Auto,Personal L3,Offer4,Agent,936.0,SUV,Small,2
7552,EZ39383,Arizona,10706.66957,No,Basic,Bachelor,2011-01-13,Employed,F,55436,Suburban,Divorced,67,7.0,44,0.0,2,Personal Auto,Personal L2,Offer3,Agent,321.6,Four-Door Car,Small,1
7553,GP18756,California,9927.049694,No,Extended,College,2011-01-22,Medical Leave,M,19592,Suburban,Divorced,92,31.0,63,0.0,2,Personal Auto,Personal L2,Offer4,Web,441.6,Four-Door Car,Medsize,1
7554,UK59698,California,2294.303629,No,Basic,High School or Below,2011-02-09,Unemployed,F,0,Suburban,Divorced,62,5.0,31,0.0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Two-Door Car,Medsize,2
7555,EQ59908,California,3237.996209,Yes,Extended,Master,2011-01-16,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Corporate Auto,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,1
7556,EE48429,Nevada,2601.468833,No,Basic,High School or Below,2011-01-28,Employed,F,80584,Suburban,Divorced,65,33.0,17,0.0,1,Personal Auto,Personal L2,Offer4,Branch,312.0,Two-Door Car,Small,1
7557,YM57893,Washington,4685.504251,No,Premium,Doctor,2011-01-05,Employed,M,77678,Suburban,Married,116,32.0,81,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,741.418485,Two-Door Car,Small,1
7558,MO91628,Oregon,2614.474305,No,Basic,Master,2011-02-11,Employed,M,65186,Rural,Married,65,29.0,27,0.0,1,Personal Auto,Personal L2,Offer2,Web,5.434505,Two-Door Car,Large,2
7559,HH14259,Arizona,2563.863345,No,Basic,Bachelor,2011-01-09,Unemployed,F,0,Rural,Married,69,13.0,74,0.0,1,Personal Auto,Personal L3,Offer4,Web,97.691104,Four-Door Car,Medsize,1
7560,RC16862,Arizona,2433.089468,No,Basic,College,2011-01-19,Unemployed,M,0,Suburban,Divorced,71,31.0,79,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,493.055291,Four-Door Car,Medsize,1
7561,LT57545,California,5575.198201,No,Basic,College,2011-01-21,Medical Leave,F,18892,Rural,Married,73,33.0,76,0.0,5,Personal Auto,Personal L2,Offer1,Web,106.814987,Four-Door Car,Medsize,1
7562,FH85960,Oregon,31221.7481,No,Premium,College,2011-01-03,Employed,M,42780,Suburban,Divorced,113,10.0,27,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,Four-Door Car,Medsize,1
7563,GU92938,Nevada,6943.555989,No,Basic,Bachelor,2011-02-19,Disabled,F,25612,Suburban,Married,61,12.0,52,0.0,2,Personal Auto,Personal L1,Offer4,Call Center,292.8,Two-Door Car,Small,2
7564,PB54378,Oregon,19582.46887,No,Basic,Doctor,2011-01-29,Medical Leave,F,26463,Suburban,Married,72,28.0,93,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,345.6,Four-Door Car,Medsize,1
7565,NE70831,California,2732.652352,No,Basic,High School or Below,2011-01-31,Employed,F,86650,Urban,Single,69,7.0,64,2.0,1,Personal Auto,Personal L1,Offer1,Web,323.865715,Two-Door Car,Medsize,1
7566,HB43486,Washington,9696.548818,No,Extended,College,2011-02-02,Employed,F,86830,Urban,Single,123,18.0,5,0.0,3,Personal Auto,Personal L2,Offer1,Agent,480.533246,SUV,Medsize,2
7567,UG18431,Arizona,13083.48622,No,Basic,Bachelor,2011-02-09,Employed,M,73060,Suburban,Married,108,9.0,78,0.0,2,Special Auto,Special L3,Offer2,Call Center,518.4,SUV,Medsize,2
7568,DG68667,Arizona,8123.955566,No,Basic,Doctor,2011-02-01,Medical Leave,M,12617,Suburban,Divorced,108,5.0,43,0.0,8,Personal Auto,Personal L3,Offer1,Branch,648.925597,SUV,Medsize,2
7569,MA94219,Nevada,9067.658438,No,Premium,College,2011-01-05,Employed,M,78250,Suburban,Married,114,7.0,66,0.0,6,Personal Auto,Personal L3,Offer2,Branch,547.2,Four-Door Car,Medsize,1
7570,FL77069,California,7519.029686,No,Basic,Bachelor,2011-01-27,Employed,F,32397,Rural,Married,190,14.0,95,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,334.626758,Luxury SUV,Small,1
7571,CA96230,California,9189.518267,No,Basic,Doctor,2011-02-10,Employed,M,99443,Rural,Married,117,6.0,6,4.0,5,Personal Auto,Personal L2,Offer3,Branch,228.049424,SUV,Medsize,2
7572,KH55886,Oregon,67907.2705,No,Premium,Bachelor,2011-02-05,Employed,M,78310,Rural,Married,192,34.0,18,1.0,2,Personal Auto,Personal L1,Offer1,Agent,151.711475,Sports Car,Medsize,2
7573,AZ77669,Oregon,8696.907111,No,Basic,High School or Below,2011-02-01,Employed,M,91423,Urban,Married,109,3.0,71,1.0,5,Personal Auto,Personal L2,Offer1,Web,435.796252,SUV,Medsize,2
7574,FV15346,Arizona,35444.31404,No,Extended,College,2011-01-01,Employed,M,96853,Suburban,Divorced,98,34.0,68,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,565.504258,Two-Door Car,Medsize,1
7575,JI97190,California,5165.810048,No,Basic,High School or Below,2011-02-26,Employed,M,43461,Suburban,Married,64,24.0,47,0.0,6,Personal Auto,Personal L3,Offer3,Branch,307.2,Two-Door Car,Large,2
7576,LD98568,California,7849.125533,No,Extended,College,2011-02-13,Employed,F,54431,Urban,Married,97,19.0,62,0.0,3,Personal Auto,Personal L3,Offer1,Agent,284.49502,Four-Door Car,Medsize,2
7577,GY87675,Oregon,5140.391812,No,Extended,College,2011-01-16,Retired,M,26952,Suburban,Divorced,76,1.0,0,1.0,8,Corporate Auto,Corporate L1,Offer1,Branch,364.8,Four-Door Car,Medsize,1
7578,CT11176,California,2615.304467,No,Basic,Bachelor,2011-02-15,Employed,F,24914,Rural,Married,66,6.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Web,138.729702,Four-Door Car,Medsize,2
7579,KM33477,Oregon,8550.386579,No,Basic,College,2011-02-06,Employed,M,21733,Suburban,Single,73,17.0,37,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,525.6,Four-Door Car,Medsize,2
7580,SG66076,Arizona,10056.5083,No,Extended,Bachelor,2011-01-04,Disabled,M,16097,Suburban,Single,139,7.0,6,0.0,7,Personal Auto,Personal L1,Offer1,Branch,1000.8,Sports Car,Medsize,1
7581,PW69692,Oregon,3861.486269,Yes,Extended,College,2011-01-06,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L2,Offer2,Branch,281.110788,Four-Door Car,Medsize,1
7582,LO15516,California,2691.70088,No,Basic,Bachelor,2011-01-01,Employed,M,34322,Suburban,Married,70,20.0,46,2.0,1,Corporate Auto,Corporate L2,Offer2,Agent,336.0,Four-Door Car,Medsize,1
7583,GT38956,California,2441.394244,No,Basic,College,2011-02-13,Unemployed,F,0,Suburban,Married,65,7.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,2
7584,AZ68072,Oregon,4549.337013,No,Basic,Bachelor,2011-01-24,Medical Leave,F,23650,Rural,Married,61,5.0,10,2.0,3,Personal Auto,Personal L2,Offer1,Agent,14.095914,Four-Door Car,Medsize,1
7585,FH14955,California,4467.705159,No,Basic,College,2011-01-21,Unemployed,M,0,Suburban,Single,64,10.0,34,0.0,4,Corporate Auto,Corporate L3,Offer3,Call Center,307.2,Four-Door Car,Medsize,1
7586,AT89553,California,5926.729379,Yes,Extended,College,2011-01-25,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,5,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,1
7587,RJ90816,California,3344.809462,No,Extended,College,2011-02-14,Employed,F,33243,Rural,Married,85,13.0,19,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,24.555177,Four-Door Car,Small,2
7588,PK66498,California,8793.521303,No,Basic,High School or Below,2011-01-02,Employed,M,72897,Suburban,Married,73,26.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,507.709291,Two-Door Car,Medsize,1
7589,LN11802,California,26570.34335,No,Basic,Master,2011-02-20,Unemployed,M,0,Suburban,Married,100,16.0,36,0.0,2,Personal Auto,Personal L3,Offer1,Agent,480.0,Sports Car,Large,2
7590,UH65059,Arizona,4305.808345,No,Basic,High School or Below,2011-01-21,Employed,M,24188,Suburban,Married,109,14.0,82,0.0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,Sports Car,Medsize,1
7591,KD52867,Oregon,3347.028677,No,Extended,High School or Below,2011-02-17,Employed,F,37138,Suburban,Single,85,4.0,13,0.0,1,Personal Auto,Personal L2,Offer1,Branch,612.0,Two-Door Car,Medsize,2
7592,XR36002,California,10626.80746,No,Extended,High School or Below,2011-01-04,Medical Leave,F,27339,Rural,Divorced,97,0.0,37,2.0,2,Personal Auto,Personal L3,Offer1,Branch,44.730323,Two-Door Car,Medsize,1
7593,XM57550,Washington,3423.973171,No,Extended,College,2011-02-10,Disabled,F,29958,Suburban,Married,90,8.0,77,0.0,1,Personal Auto,Personal L3,Offer4,Branch,432.0,Four-Door Car,Medsize,2
7594,TF61492,Washington,5553.756551,No,Extended,College,2011-01-09,Unemployed,F,0,Suburban,Single,92,30.0,64,3.0,9,Personal Auto,Personal L3,Offer1,Branch,662.4,Four-Door Car,Medsize,1
7595,HV16877,California,2721.585434,No,Basic,High School or Below,2011-01-08,Employed,F,43278,Suburban,Married,68,10.0,10,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,326.4,Four-Door Car,Small,1
7596,IA52178,Arizona,15785.29692,No,Premium,College,2011-02-12,Employed,F,81119,Suburban,Married,196,3.0,67,0.0,3,Corporate Auto,Corporate L3,Offer4,Web,940.8,SUV,Medsize,2
7597,BW76745,Oregon,2491.317024,Yes,Basic,Doctor,2011-01-29,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L2,Offer1,Agent,67.530904,Four-Door Car,Large,1
7598,JL49772,Arizona,24249.33685,No,Basic,Bachelor,2011-02-06,Employed,F,33651,Urban,Married,69,21.0,37,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,328.65413,Four-Door Car,Medsize,2
7599,FZ45665,Oregon,6500.409697,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,61,13.0,37,0.0,2,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,1
7600,TS42594,California,13770.97618,Yes,Premium,High School or Below,2011-02-01,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,2
7601,TG29325,Nevada,2658.217729,No,Basic,College,2011-01-12,Employed,F,22724,Rural,Single,69,21.0,39,0.0,1,Personal Auto,Personal L1,Offer3,Agent,9.424668,Four-Door Car,Medsize,1
7602,LZ34164,Nevada,4892.617128,No,Basic,Bachelor,2011-01-15,Employed,F,43199,Suburban,Married,61,23.0,31,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,334.007478,Four-Door Car,Medsize,1
7603,ZQ28996,Nevada,5388.023812,No,Basic,College,2011-01-01,Employed,M,48895,Urban,Married,68,16.0,27,0.0,7,Corporate Auto,Corporate L1,Offer1,Web,325.009146,Four-Door Car,Large,1
7604,IC78105,Arizona,7744.644444,No,Basic,High School or Below,2011-01-16,Disabled,F,26444,Suburban,Married,196,4.0,14,0.0,1,Personal Auto,Personal L1,Offer1,Branch,940.8,Luxury Car,Medsize,1
7605,GK92563,Washington,6819.23119,No,Extended,Doctor,2011-01-10,Employed,F,22492,Rural,Divorced,85,34.0,88,0.0,7,Personal Auto,Personal L2,Offer2,Agent,61.654262,Two-Door Car,Medsize,1
7606,HU54636,California,3791.549972,No,Extended,College,2011-01-30,Employed,F,41212,Urban,Married,95,13.0,27,0.0,1,Personal Auto,Personal L1,Offer4,Web,405.443681,Four-Door Car,Medsize,1
7607,MT35297,Oregon,5065.935608,No,Basic,High School or Below,2011-02-11,Employed,F,43460,Suburban,Married,63,4.0,18,0.0,3,Personal Auto,Personal L2,Offer3,Branch,302.4,Four-Door Car,Small,2
7608,ED82243,California,7019.177186,Yes,Basic,College,2011-01-23,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,1
7609,JR34589,Nevada,4882.286714,No,Extended,High School or Below,2011-02-10,Employed,F,21236,Rural,Married,123,3.0,12,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,131.262395,SUV,Medsize,2
7610,QK31192,Arizona,4079.132667,No,Premium,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Married,114,12.0,43,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,631.124372,Two-Door Car,Medsize,2
7611,IY87065,California,5246.278375,Yes,Basic,Bachelor,2011-01-21,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L1,Offer1,Agent,456.702735,Two-Door Car,Medsize,1
7612,KK58047,Oregon,8583.854913,No,Basic,College,2011-01-31,Employed,M,53944,Suburban,Married,71,13.0,20,0.0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Two-Door Car,Medsize,1
7613,NT36519,California,8161.944953,No,Basic,College,2011-02-16,Employed,M,32967,Suburban,Married,105,16.0,70,1.0,4,Personal Auto,Personal L2,Offer1,Branch,504.0,SUV,Small,2
7614,XK52242,California,9800.33636,No,Extended,Bachelor,2011-01-31,Employed,M,32245,Rural,Married,124,4.0,58,0.0,8,Personal Auto,Personal L2,Offer2,Agent,257.502471,SUV,Medsize,1
7615,AU62013,California,24826.89127,No,Basic,Doctor,2011-02-25,Employed,F,67572,Urban,Married,102,7.0,55,0.0,2,Personal Auto,Personal L1,Offer1,Branch,296.209127,Sports Car,Small,2
7616,SG54382,Arizona,8646.547993,No,Extended,Bachelor,2011-02-03,Employed,M,25964,Suburban,Married,76,21.0,87,2.0,2,Corporate Auto,Corporate L3,Offer1,Branch,364.8,Four-Door Car,Medsize,2
7617,YV93784,Arizona,8973.110905,No,Basic,Master,2011-02-21,Employed,F,69736,Urban,Married,111,11.0,7,0.0,3,Personal Auto,Personal L3,Offer1,Branch,424.424732,SUV,Medsize,2
7618,TR81766,California,7462.926263,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small,1
7619,XS56253,California,6600.477951,No,Basic,Bachelor,2011-02-15,Unemployed,M,0,Suburban,Single,110,18.0,95,3.0,7,Personal Auto,Personal L3,Offer1,Agent,1011.772647,Sports Car,Medsize,2
7620,EP72155,California,2004.350666,Yes,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,2
7621,NB10500,California,3939.00637,Yes,Extended,Bachelor,2011-01-28,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Agent,882.871945,Four-Door Car,Small,1
7622,MY56715,Oregon,3380.712383,No,Extended,Bachelor,2011-02-27,Employed,M,58109,Suburban,Divorced,86,9.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,412.8,Two-Door Car,Medsize,2
7623,JO11457,Oregon,4653.094259,No,Basic,High School or Below,2011-02-08,Unemployed,M,0,Suburban,Single,70,1.0,4,1.0,4,Personal Auto,Personal L2,Offer1,Agent,585.482275,Two-Door Car,Medsize,2
7624,UI64281,Nevada,22855.61209,No,Basic,Master,2011-01-26,Medical Leave,F,20832,Rural,Married,65,8.0,32,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,56.371967,Two-Door Car,Medsize,1
7625,WR76339,California,5092.793862,No,Basic,College,2011-01-11,Employed,M,46922,Suburban,Married,64,34.0,12,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,403.385123,Two-Door Car,Medsize,1
7626,MH14039,California,2592.437797,Yes,Basic,High School or Below,2011-01-02,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,1
7627,JA76884,California,14435.67365,Yes,Premium,Master,2011-01-26,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,1
7628,MK34957,Oregon,13297.71225,No,Basic,College,2011-02-19,Employed,F,50631,Suburban,Married,112,19.0,12,4.0,2,Special Auto,Special L1,Offer2,Agent,784.65781,SUV,Medsize,2
7629,BO58202,California,2424.224662,No,Basic,Bachelor,2011-01-13,Disabled,F,22590,Rural,Single,67,7.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,85.68352,Two-Door Car,Medsize,1
7630,WA15684,Oregon,38445.85587,No,Extended,College,2011-01-29,Employed,M,27398,Suburban,Married,125,4.0,71,1.0,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,SUV,Medsize,1
7631,LW29130,Washington,5272.932008,No,Basic,High School or Below,2011-02-22,Employed,F,24423,Suburban,Divorced,67,5.0,62,0.0,6,Corporate Auto,Corporate L3,Offer1,Branch,321.6,Two-Door Car,Medsize,2
7632,CK74127,Arizona,4155.946211,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,62,8.0,20,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medsize,1
7633,NN44758,Arizona,4669.22664,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small,2
7634,FQ89652,Oregon,7017.145586,No,Basic,College,2011-02-26,Unemployed,F,0,Suburban,Single,103,29.0,91,0.0,6,Special Auto,Special L2,Offer1,Agent,741.6,SUV,Medsize,2
7635,PP14656,Washington,5680.467468,No,Basic,Master,2011-01-09,Employed,M,90353,Rural,Married,70,3.0,64,0.0,7,Personal Auto,Personal L1,Offer2,Branch,72.617605,Two-Door Car,Medsize,1
7636,VK98184,Arizona,5033.693296,No,Extended,College,2011-02-19,Employed,F,77031,Suburban,Married,125,17.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,600.0,SUV,Medsize,2
7637,OQ82364,Nevada,6846.150323,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,456.0,Two-Door Car,Large,1
7638,FX26050,Oregon,22712.02364,No,Basic,Doctor,2011-01-16,Disabled,M,14119,Rural,Married,67,4.0,53,0.0,2,Special Auto,Special L1,Offer4,Agent,68.019973,Two-Door Car,Medsize,1
7639,LM79795,Oregon,7488.785177,No,Basic,High School or Below,2011-02-20,Employed,M,39602,Suburban,Divorced,64,15.0,59,0.0,2,Personal Auto,Personal L1,Offer3,Agent,307.2,Two-Door Car,Small,2
7640,MM71959,Arizona,8733.527338,No,Basic,Bachelor,2011-02-05,Employed,M,83210,Suburban,Divorced,110,0.0,25,0.0,3,Personal Auto,Personal L3,Offer3,Branch,528.0,Sports Car,Large,2
7641,VJ51327,California,20314.9976,No,Basic,High School or Below,2011-01-21,Employed,F,63209,Rural,Married,102,20.0,28,2.0,2,Personal Auto,Personal L3,Offer1,Agent,207.320041,SUV,Small,1
7642,SM58898,California,17223.89108,No,Basic,High School or Below,2011-02-18,Employed,F,85378,Suburban,Married,107,7.0,4,0.0,2,Corporate Auto,Corporate L1,Offer4,Call Center,513.6,SUV,Medsize,2
7643,BA19651,California,6134.38779,No,Extended,High School or Below,2011-01-01,Employed,M,43875,Urban,Divorced,78,18.0,33,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,289.468771,Four-Door Car,Medsize,1
7644,JP22499,California,3142.739611,No,Extended,Bachelor,2011-01-10,Employed,M,43285,Urban,Single,83,35.0,77,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,265.742679,Two-Door Car,Medsize,1
7645,DA84476,Oregon,7019.177186,Yes,Basic,College,2011-01-23,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Medsize,1
7646,AX86150,Washington,2656.713092,No,Basic,High School or Below,2011-02-09,Employed,M,62777,Rural,Single,67,34.0,32,0.0,1,Personal Auto,Personal L1,Offer4,Agent,101.288069,Two-Door Car,Medsize,2
